Country,Country.Region,animals,Taxon,Feed_tonnes_mean,sd,crop,scenario,plot_id
Albania,Europe,beef,Meat,0,0,soy,Current,1
Australia,Australia,beef,Meat,0,0,soy,Current,1
Austria,Europe,beef,Meat,0,0,soy,Current,1
Belgium,Europe,beef,Meat,0,0,soy,Current,1
Bermuda,USA,beef,Meat,0,0,soy,Current,1
Bosnia and Herzegovina,Europe,beef,Meat,0,0,soy,Current,1
Bulgaria,Europe,beef,Meat,0,0,soy,Current,1
Canada,Canada,beef,Meat,0,0,soy,Current,1
Croatia,Europe,beef,Meat,0,0,soy,Current,1
Czechia,Europe,beef,Meat,0,0,soy,Current,1
Denmark,Europe,beef,Meat,0,0,soy,Current,1
Estonia,Europe,beef,Meat,0,0,soy,Current,1
Faroe Islands,Europe,beef,Meat,0,0,soy,Current,1
Finland,Europe,beef,Meat,0,0,soy,Current,1
France,Europe,beef,Meat,0,0,soy,Current,1
Germany,Europe,beef,Meat,0,0,soy,Current,1
Greece,Europe,beef,Meat,0,0,soy,Current,1
Greenland,Europe,beef,Meat,0,0,soy,Current,1
Hungary,Europe,beef,Meat,0,0,soy,Current,1
Iceland,Europe,beef,Meat,0,0,soy,Current,1
Ireland,Europe,beef,Meat,0,0,soy,Current,1
Italy,Europe,beef,Meat,0,0,soy,Current,1
Latvia,Europe,beef,Meat,0,0,soy,Current,1
Lithuania,Europe,beef,Meat,0,0,soy,Current,1
Luxembourg,Europe,beef,Meat,0,0,soy,Current,1
Malta,Europe,beef,Meat,0,0,soy,Current,1
Montenegro,Europe,beef,Meat,0,0,soy,Current,1
Netherlands,Europe,beef,Meat,0,0,soy,Current,1
New Caledonia,Island nation,beef,Meat,0,0,soy,Current,1
New Zealand,New Zealand,beef,Meat,0,0,soy,Current,1
Norway,Europe,beef,Meat,0,0,soy,Current,1
Poland,Europe,beef,Meat,0,0,soy,Current,1
Portugal,Europe,beef,Meat,0,0,soy,Current,1
Romania,Europe,beef,Meat,0,0,soy,Current,1
Saint Pierre and Miquelon,Canada,beef,Meat,0,0,soy,Current,1
Serbia,Europe,beef,Meat,0,0,soy,Current,1
Slovakia,Europe,beef,Meat,0,0,soy,Current,1
Slovenia,Europe,beef,Meat,0,0,soy,Current,1
Spain,Europe,beef,Meat,0,0,soy,Current,1
Sweden,Europe,beef,Meat,0,0,soy,Current,1
Switzerland,Europe,beef,Meat,0,0,soy,Current,1
The former Yugoslav Republic of Macedonia,Europe,beef,Meat,0,0,soy,Current,1
United Kingdom,Europe,beef,Meat,0,0,soy,Current,1
United States of America,USA,beef,Meat,0,0,soy,Current,1
Afghanistan,Middle East,beef,Meat,0,0,soy,Current,1
Algeria,Northern Africa,beef,Meat,0,0,soy,Current,1
American Samoa,Island nation,beef,Meat,0,0,soy,Current,1
Angola,Central Africa,beef,Meat,0,0,soy,Current,1
Antigua and Barbuda,Caribbean,beef,Meat,0,0,soy,Current,1
Argentina,South America,beef,Meat,0,0,soy,Current,1
Armenia,East Europe and CIS,beef,Meat,0,0,soy,Current,1
Azerbaijan,Middle East,beef,Meat,0,0,soy,Current,1
Bahamas,Caribbean,beef,Meat,0,0,soy,Current,1
Bahrain,Middle East,beef,Meat,0,0,soy,Current,1
Bangladesh,Middle East,beef,Meat,0,0,soy,Current,1
Barbados,Caribbean,beef,Meat,0,0,soy,Current,1
Belarus,East Europe and CIS,beef,Meat,0,0,soy,Current,1
Belize,Central America,beef,Meat,0,0,soy,Current,1
Benin,Western Africa,beef,Meat,0,0,soy,Current,1
Bhutan,Middle East,beef,Meat,0,0,soy,Current,1
Bolivia (Plurinational State of),South America,beef,Meat,0,0,soy,Current,1
Botswana,Southern Africa,beef,Meat,0,0,soy,Current,1
Brazil,South America,beef,Meat,0,0,soy,Current,1
British Virgin Islands,Caribbean,beef,Meat,0,0,soy,Current,1
Brunei Darussalam,Southern Asia,beef,Meat,0,0,soy,Current,1
Burkina Faso,Western Africa,beef,Meat,0,0,soy,Current,1
Burundi,Eastern Africa,beef,Meat,0,0,soy,Current,1
Cote d'Ivoire,Western Africa,beef,Meat,0,0,soy,Current,1
Cabo Verde,Western Africa,beef,Meat,0,0,soy,Current,1
Cambodia,Southern Asia,beef,Meat,0,0,soy,Current,1
Cameroon,Central Africa,beef,Meat,0,0,soy,Current,1
Central African Republic,Central Africa,beef,Meat,0,0,soy,Current,1
Chad,Central Africa,beef,Meat,0,0,soy,Current,1
Chile,South America,beef,Meat,0,0,soy,Current,1
"China, Hong Kong SAR",Eastern Asia,beef,Meat,0,0,soy,Current,1
"China, Macao SAR",Eastern Asia,beef,Meat,0,0,soy,Current,1
"China, mainland",China,beef,Meat,0,0,soy,Current,1
"China, Taiwan Province of",China,beef,Meat,0,0,soy,Current,1
Colombia,South America,beef,Meat,0,0,soy,Current,1
Comoros,Eastern Africa,beef,Meat,0,0,soy,Current,1
Congo,Central Africa,beef,Meat,0,0,soy,Current,1
Cook Islands,Island nation,beef,Meat,0,0,soy,Current,1
Costa Rica,Central America,beef,Meat,0,0,soy,Current,1
Cuba,Caribbean,beef,Meat,0,0,soy,Current,1
Cyprus,Western Asia,beef,Meat,0,0,soy,Current,1
Democratic People's Republic of Korea,Eastern Asia,beef,Meat,0,0,soy,Current,1
Democratic Republic of the Congo,Central Africa,beef,Meat,0,0,soy,Current,1
Djibouti,Eastern Africa,beef,Meat,0,0,soy,Current,1
Dominica,Caribbean,beef,Meat,0,0,soy,Current,1
Dominican Republic,Caribbean,beef,Meat,0,0,soy,Current,1
Ecuador,South America,beef,Meat,0,0,soy,Current,1
Egypt,Northern Africa,beef,Meat,0,0,soy,Current,1
El Salvador,Central America,beef,Meat,0,0,soy,Current,1
Equatorial Guinea,Central Africa,beef,Meat,0,0,soy,Current,1
Eritrea,Eastern Africa,beef,Meat,0,0,soy,Current,1
Ethiopia,Eastern Africa,beef,Meat,0,0,soy,Current,1
Falkland Islands (Malvinas),South America,beef,Meat,0,0,soy,Current,1
Fiji,Island nation,beef,Meat,0,0,soy,Current,1
French Guiana,South America,beef,Meat,0,0,soy,Current,1
French Polynesia,Island nation,beef,Meat,0,0,soy,Current,1
Gabon,Central Africa,beef,Meat,0,0,soy,Current,1
Gambia,Western Africa,beef,Meat,0,0,soy,Current,1
Georgia,Western Asia,beef,Meat,0,0,soy,Current,1
Ghana,Western Africa,beef,Meat,0,0,soy,Current,1
Grenada,Caribbean,beef,Meat,0,0,soy,Current,1
Guadeloupe,Caribbean,beef,Meat,0,0,soy,Current,1
Guam,Island nation,beef,Meat,0,0,soy,Current,1
Guatemala,Central America,beef,Meat,0,0,soy,Current,1
Guinea,Western Africa,beef,Meat,0,0,soy,Current,1
Guinea-Bissau,Western Africa,beef,Meat,0,0,soy,Current,1
Guyana,South America,beef,Meat,0,0,soy,Current,1
Haiti,Caribbean,beef,Meat,0,0,soy,Current,1
Honduras,Central America,beef,Meat,0,0,soy,Current,1
India,Southern Asia,beef,Meat,0,0,soy,Current,1
Indonesia,Southern Asia,beef,Meat,0,0,soy,Current,1
Iran (Islamic Republic of),Middle East,beef,Meat,0,0,soy,Current,1
Iraq,Middle East,beef,Meat,0,0,soy,Current,1
Israel,Middle East,beef,Meat,0,0,soy,Current,1
Jamaica,Caribbean,beef,Meat,0,0,soy,Current,1
Japan,Eastern Asia,beef,Meat,0,0,soy,Current,1
Jordan,Western Asia,beef,Meat,0,0,soy,Current,1
Kazakhstan,East Europe and CIS,beef,Meat,0,0,soy,Current,1
Kenya,Eastern Africa,beef,Meat,0,0,soy,Current,1
Kiribati,Island nation,beef,Meat,0,0,soy,Current,1
Kuwait,Western Asia,beef,Meat,0,0,soy,Current,1
Kyrgyzstan,East Europe and CIS,beef,Meat,0,0,soy,Current,1
Lao People's Democratic Republic,Southern Asia,beef,Meat,0,0,soy,Current,1
Lebanon,Middle East,beef,Meat,0,0,soy,Current,1
Lesotho,Southern Africa,beef,Meat,0,0,soy,Current,1
Liberia,Western Africa,beef,Meat,0,0,soy,Current,1
Libya,Northern Africa,beef,Meat,0,0,soy,Current,1
Madagascar,Eastern Africa,beef,Meat,0,0,soy,Current,1
Malawi,Eastern Africa,beef,Meat,0,0,soy,Current,1
Malaysia,Southern Asia,beef,Meat,0,0,soy,Current,1
Mali,Western Africa,beef,Meat,0,0,soy,Current,1
Martinique,Caribbean,beef,Meat,0,0,soy,Current,1
Mauritania,Western Africa,beef,Meat,0,0,soy,Current,1
Mauritius,Eastern Africa,beef,Meat,0,0,soy,Current,1
Mexico,Central America,beef,Meat,0,0,soy,Current,1
Micronesia (Federated States of),Island nation,beef,Meat,0,0,soy,Current,1
Mongolia,Eastern Asia,beef,Meat,0,0,soy,Current,1
Montserrat,Caribbean,beef,Meat,0,0,soy,Current,1
Morocco,Northern Africa,beef,Meat,0,0,soy,Current,1
Mozambique,Eastern Africa,beef,Meat,0,0,soy,Current,1
Myanmar,Southern Asia,beef,Meat,0,0,soy,Current,1
Namibia,Southern Africa,beef,Meat,0,0,soy,Current,1
Nauru,Island nation,beef,Meat,0,0,soy,Current,1
Nepal,Southern Asia,beef,Meat,0,0,soy,Current,1
Nicaragua,Central America,beef,Meat,0,0,soy,Current,1
Niger,Western Africa,beef,Meat,0,0,soy,Current,1
Nigeria,Western Africa,beef,Meat,0,0,soy,Current,1
Niue,Island nation,beef,Meat,0,0,soy,Current,1
Occupied Palestinian Territory,Middle East,beef,Meat,0,0,soy,Current,1
Oman,Middle East,beef,Meat,0,0,soy,Current,1
Pakistan,Middle East,beef,Meat,0,0,soy,Current,1
Panama,Central America,beef,Meat,0,0,soy,Current,1
Papua New Guinea,Island nation,beef,Meat,0,0,soy,Current,1
Paraguay,South America,beef,Meat,0,0,soy,Current,1
Peru,South America,beef,Meat,0,0,soy,Current,1
Philippines,Southern Asia,beef,Meat,0,0,soy,Current,1
Puerto Rico,Central America,beef,Meat,0,0,soy,Current,1
Qatar,Middle East,beef,Meat,0,0,soy,Current,1
R'union,Eastern Africa,beef,Meat,0,0,soy,Current,1
Republic of Korea,Eastern Asia,beef,Meat,0,0,soy,Current,1
Republic of Moldova,East Europe and CIS,beef,Meat,0,0,soy,Current,1
Russian Federation,East Europe and CIS,beef,Meat,0,0,soy,Current,1
Rwanda,Eastern Africa,beef,Meat,0,0,soy,Current,1
Saint Kitts and Nevis,Central America,beef,Meat,0,0,soy,Current,1
Saint Lucia,Central America,beef,Meat,0,0,soy,Current,1
Saint Vincent and the Grenadines,Caribbean,beef,Meat,0,0,soy,Current,1
Samoa,Island nation,beef,Meat,0,0,soy,Current,1
Sao Tome and Principe,Central Africa,beef,Meat,0,0,soy,Current,1
Saudi Arabia,Middle East,beef,Meat,0,0,soy,Current,1
Senegal,Western Africa,beef,Meat,0,0,soy,Current,1
Seychelles,Eastern Africa,beef,Meat,0,0,soy,Current,1
Sierra Leone,Western Africa,beef,Meat,0,0,soy,Current,1
Singapore,Southern Asia,beef,Meat,0,0,soy,Current,1
Solomon Islands,Island nation,beef,Meat,0,0,soy,Current,1
Somalia,Eastern Africa,beef,Meat,0,0,soy,Current,1
South Africa,Southern Africa,beef,Meat,0,0,soy,Current,1
South Sudan,Eastern Africa,beef,Meat,0,0,soy,Current,1
Sri Lanka,Southern Asia,beef,Meat,0,0,soy,Current,1
Sudan,Northern Africa,beef,Meat,0,0,soy,Current,1
Suriname,South America,beef,Meat,0,0,soy,Current,1
Swaziland,Southern Africa,beef,Meat,0,0,soy,Current,1
Syrian Arab Republic,Middle East,beef,Meat,0,0,soy,Current,1
Tajikistan,East Europe and CIS,beef,Meat,0,0,soy,Current,1
Thailand,Southern Asia,beef,Meat,0,0,soy,Current,1
Timor-Leste,Southern Asia,beef,Meat,0,0,soy,Current,1
Togo,Western Africa,beef,Meat,0,0,soy,Current,1
Tokelau,Island nation,beef,Meat,0,0,soy,Current,1
Tonga,Island nation,beef,Meat,0,0,soy,Current,1
Trinidad and Tobago,Caribbean,beef,Meat,0,0,soy,Current,1
Tunisia,Northern Africa,beef,Meat,0,0,soy,Current,1
Turkey,Middle East,beef,Meat,0,0,soy,Current,1
Turkmenistan,East Europe and CIS,beef,Meat,0,0,soy,Current,1
Tuvalu,Island nation,beef,Meat,0,0,soy,Current,1
Uganda,Eastern Africa,beef,Meat,0,0,soy,Current,1
Ukraine,East Europe and CIS,beef,Meat,0,0,soy,Current,1
United Arab Emirates,Middle East,beef,Meat,0,0,soy,Current,1
United Republic of Tanzania,Eastern Africa,beef,Meat,0,0,soy,Current,1
United States Virgin Islands,Caribbean,beef,Meat,0,0,soy,Current,1
Uruguay,South America,beef,Meat,0,0,soy,Current,1
Uzbekistan,East Europe and CIS,beef,Meat,0,0,soy,Current,1
Vanuatu,Island nation,beef,Meat,0,0,soy,Current,1
Venezuela (Bolivarian Republic of),South America,beef,Meat,0,0,soy,Current,1
Viet Nam,Southern Asia,beef,Meat,0,0,soy,Current,1
Wallis and Futuna Islands,Island nation,beef,Meat,0,0,soy,Current,1
Western Sahara,Northern Africa,beef,Meat,0,0,soy,Current,1
Yemen,Middle East,beef,Meat,0,0,soy,Current,1
Zambia,Eastern Africa,beef,Meat,0,0,soy,Current,1
Zimbabwe,Eastern Africa,beef,Meat,0,0,soy,Current,1
Albania,Europe,beef,Meat,0,0,rapeseed,Current,1
Australia,Australia,beef,Meat,251231.76,0,rapeseed,Current,1
Austria,Europe,beef,Meat,41063.22,0,rapeseed,Current,1
Belgium,Europe,beef,Meat,140314.38,0,rapeseed,Current,1
Bermuda,USA,beef,Meat,0,0,rapeseed,Current,1
Bosnia and Herzegovina,Europe,beef,Meat,94.99,0,rapeseed,Current,1
Bulgaria,Europe,beef,Meat,110.57,0,rapeseed,Current,1
Canada,Canada,beef,Meat,294725.5,0,rapeseed,Current,1
Croatia,Europe,beef,Meat,3457.23,0,rapeseed,Current,1
Czechia,Europe,beef,Meat,169348.48,0,rapeseed,Current,1
Denmark,Europe,beef,Meat,42220.47,0,rapeseed,Current,1
Estonia,Europe,beef,Meat,9766.68,0,rapeseed,Current,1
Faroe Islands,Europe,beef,Meat,22.5,0,rapeseed,Current,1
Finland,Europe,beef,Meat,56849.43,0,rapeseed,Current,1
France,Europe,beef,Meat,680721.72,0,rapeseed,Current,1
Germany,Europe,beef,Meat,403356.87,0,rapeseed,Current,1
Greece,Europe,beef,Meat,3098.83,0,rapeseed,Current,1
Greenland,Europe,beef,Meat,0,0,rapeseed,Current,1
Hungary,Europe,beef,Meat,1221.66,0,rapeseed,Current,1
Iceland,Europe,beef,Meat,0,0,rapeseed,Current,1
Ireland,Europe,beef,Meat,59902.6,0,rapeseed,Current,1
Italy,Europe,beef,Meat,34112.33,0,rapeseed,Current,1
Latvia,Europe,beef,Meat,5214.78,0,rapeseed,Current,1
Lithuania,Europe,beef,Meat,10037.66,0,rapeseed,Current,1
Luxembourg,Europe,beef,Meat,1772.32,0,rapeseed,Current,1
Malta,Europe,beef,Meat,0,0,rapeseed,Current,1
Montenegro,Europe,beef,Meat,0,0,rapeseed,Current,1
Netherlands,Europe,beef,Meat,205472.65,0,rapeseed,Current,1
New Caledonia,Island nation,beef,Meat,0,0,rapeseed,Current,1
New Zealand,New Zealand,beef,Meat,2648.22,0,rapeseed,Current,1
Norway,Europe,beef,Meat,21310.52,0,rapeseed,Current,1
Poland,Europe,beef,Meat,98282.8,0,rapeseed,Current,1
Portugal,Europe,beef,Meat,34830.9,0,rapeseed,Current,1
Romania,Europe,beef,Meat,0,0,rapeseed,Current,1
Saint Pierre and Miquelon,Canada,beef,Meat,0,0,rapeseed,Current,1
Serbia,Europe,beef,Meat,1215.24,0,rapeseed,Current,1
Slovakia,Europe,beef,Meat,3617,0,rapeseed,Current,1
Slovenia,Europe,beef,Meat,5016.06,0,rapeseed,Current,1
Spain,Europe,beef,Meat,147892.8,0,rapeseed,Current,1
Sweden,Europe,beef,Meat,54918.24,0,rapeseed,Current,1
Switzerland,Europe,beef,Meat,13234.08,0,rapeseed,Current,1
The former Yugoslav Republic of Macedonia,Europe,beef,Meat,0,0,rapeseed,Current,1
United Kingdom,Europe,beef,Meat,387212.18,0,rapeseed,Current,1
United States of America,USA,beef,Meat,1502071.58,0,rapeseed,Current,1
Afghanistan,Middle East,beef,Meat,0,0,rapeseed,Current,1
Algeria,Northern Africa,beef,Meat,3086.94,0,rapeseed,Current,1
American Samoa,Island nation,beef,Meat,0,0,rapeseed,Current,1
Angola,Central Africa,beef,Meat,0,0,rapeseed,Current,1
Antigua and Barbuda,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Argentina,South America,beef,Meat,0,0,rapeseed,Current,1
Armenia,East Europe and CIS,beef,Meat,0,0,rapeseed,Current,1
Azerbaijan,Middle East,beef,Meat,0,0,rapeseed,Current,1
Bahamas,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Bahrain,Middle East,beef,Meat,511.65,0,rapeseed,Current,1
Bangladesh,Middle East,beef,Meat,12837.78,0,rapeseed,Current,1
Barbados,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Belarus,East Europe and CIS,beef,Meat,39267.45,0,rapeseed,Current,1
Belize,Central America,beef,Meat,0,0,rapeseed,Current,1
Benin,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Bhutan,Middle East,beef,Meat,2531.25,0,rapeseed,Current,1
Bolivia (Plurinational State of),South America,beef,Meat,0,0,rapeseed,Current,1
Botswana,Southern Africa,beef,Meat,0,0,rapeseed,Current,1
Brazil,South America,beef,Meat,0,0,rapeseed,Current,1
British Virgin Islands,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Brunei Darussalam,Southern Asia,beef,Meat,0,0,rapeseed,Current,1
Burkina Faso,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Burundi,Eastern Africa,beef,Meat,0,0,rapeseed,Current,1
Cote d'Ivoire,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Cabo Verde,Western Africa,beef,Meat,6.56,0,rapeseed,Current,1
Cambodia,Southern Asia,beef,Meat,0,0,rapeseed,Current,1
Cameroon,Central Africa,beef,Meat,0,0,rapeseed,Current,1
Central African Republic,Central Africa,beef,Meat,0,0,rapeseed,Current,1
Chad,Central Africa,beef,Meat,0,0,rapeseed,Current,1
Chile,South America,beef,Meat,6291.67,0,rapeseed,Current,1
"China, Hong Kong SAR",Eastern Asia,beef,Meat,0,0,rapeseed,Current,1
"China, Macao SAR",Eastern Asia,beef,Meat,0,0,rapeseed,Current,1
"China, mainland",China,beef,Meat,1762841.25,0,rapeseed,Current,1
"China, Taiwan Province of",China,beef,Meat,955.76,0,rapeseed,Current,1
Colombia,South America,beef,Meat,0,0,rapeseed,Current,1
Comoros,Eastern Africa,beef,Meat,0,0,rapeseed,Current,1
Congo,Central Africa,beef,Meat,0,0,rapeseed,Current,1
Cook Islands,Island nation,beef,Meat,0,0,rapeseed,Current,1
Costa Rica,Central America,beef,Meat,0,0,rapeseed,Current,1
Cuba,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Cyprus,Western Asia,beef,Meat,0,0,rapeseed,Current,1
Democratic People's Republic of Korea,Eastern Asia,beef,Meat,0,0,rapeseed,Current,1
Democratic Republic of the Congo,Central Africa,beef,Meat,0,0,rapeseed,Current,1
Djibouti,Eastern Africa,beef,Meat,0,0,rapeseed,Current,1
Dominica,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Dominican Republic,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Ecuador,South America,beef,Meat,0,0,rapeseed,Current,1
Egypt,Northern Africa,beef,Meat,0,0,rapeseed,Current,1
El Salvador,Central America,beef,Meat,0,0,rapeseed,Current,1
Equatorial Guinea,Central Africa,beef,Meat,0,0,rapeseed,Current,1
Eritrea,Eastern Africa,beef,Meat,0,0,rapeseed,Current,1
Ethiopia,Eastern Africa,beef,Meat,1020.72,0,rapeseed,Current,1
Falkland Islands (Malvinas),South America,beef,Meat,0.68,0,rapeseed,Current,1
Fiji,Island nation,beef,Meat,0,0,rapeseed,Current,1
French Guiana,South America,beef,Meat,1.55,0,rapeseed,Current,1
French Polynesia,Island nation,beef,Meat,0,0,rapeseed,Current,1
Gabon,Central Africa,beef,Meat,0,0,rapeseed,Current,1
Gambia,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Georgia,Western Asia,beef,Meat,0,0,rapeseed,Current,1
Ghana,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Grenada,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Guadeloupe,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Guam,Island nation,beef,Meat,0,0,rapeseed,Current,1
Guatemala,Central America,beef,Meat,0,0,rapeseed,Current,1
Guinea,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Guinea-Bissau,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Guyana,South America,beef,Meat,0,0,rapeseed,Current,1
Haiti,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Honduras,Central America,beef,Meat,0,0,rapeseed,Current,1
India,Southern Asia,beef,Meat,71858.4,0,rapeseed,Current,1
Indonesia,Southern Asia,beef,Meat,57464.59,0,rapeseed,Current,1
Iran (Islamic Republic of),Middle East,beef,Meat,25631.2,0,rapeseed,Current,1
Iraq,Middle East,beef,Meat,0,0,rapeseed,Current,1
Israel,Middle East,beef,Meat,45211.95,0,rapeseed,Current,1
Jamaica,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Japan,Eastern Asia,beef,Meat,382858.41,0,rapeseed,Current,1
Jordan,Western Asia,beef,Meat,0,0,rapeseed,Current,1
Kazakhstan,East Europe and CIS,beef,Meat,1644.71,0,rapeseed,Current,1
Kenya,Eastern Africa,beef,Meat,0,0,rapeseed,Current,1
Kiribati,Island nation,beef,Meat,0,0,rapeseed,Current,1
Kuwait,Western Asia,beef,Meat,0,0,rapeseed,Current,1
Kyrgyzstan,East Europe and CIS,beef,Meat,0,0,rapeseed,Current,1
Lao People's Democratic Republic,Southern Asia,beef,Meat,0,0,rapeseed,Current,1
Lebanon,Middle East,beef,Meat,1048.74,0,rapeseed,Current,1
Lesotho,Southern Africa,beef,Meat,0,0,rapeseed,Current,1
Liberia,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Libya,Northern Africa,beef,Meat,130.88,0,rapeseed,Current,1
Madagascar,Eastern Africa,beef,Meat,0,0,rapeseed,Current,1
Malawi,Eastern Africa,beef,Meat,0,0,rapeseed,Current,1
Malaysia,Southern Asia,beef,Meat,1326.4,0,rapeseed,Current,1
Mali,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Martinique,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Mauritania,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Mauritius,Eastern Africa,beef,Meat,0,0,rapeseed,Current,1
Mexico,Central America,beef,Meat,409357.52,0,rapeseed,Current,1
Micronesia (Federated States of),Island nation,beef,Meat,0,0,rapeseed,Current,1
Mongolia,Eastern Asia,beef,Meat,0,0,rapeseed,Current,1
Montserrat,Caribbean,beef,Meat,0,0,rapeseed,Current,1
Morocco,Northern Africa,beef,Meat,13073.06,0,rapeseed,Current,1
Mozambique,Eastern Africa,beef,Meat,0,0,rapeseed,Current,1
Myanmar,Southern Asia,beef,Meat,5352.72,0,rapeseed,Current,1
Namibia,Southern Africa,beef,Meat,0,0,rapeseed,Current,1
Nauru,Island nation,beef,Meat,0,0,rapeseed,Current,1
Nepal,Southern Asia,beef,Meat,5139.68,0,rapeseed,Current,1
Nicaragua,Central America,beef,Meat,0,0,rapeseed,Current,1
Niger,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Nigeria,Western Africa,beef,Meat,0,0,rapeseed,Current,1
Niue,Island nation,beef,Meat,0,0,rapeseed,Current,1
Occupied Palestinian Territory,Middle East,beef,Meat,3721.95,0,rapeseed,Current,1
Oman,Middle East,beef,Meat,1070.58,0,rapeseed,Current,1
Pakistan,Middle East,beef,Meat,50810.45,0,rapeseed,Current,1
Panama,Central America,beef,Meat,0,0,rapeseed,Current,1
Papua New Guinea,Island nation,beef,Meat,0,0,rapeseed,Current,1
Paraguay,South America,beef,Meat,13036.48,0,rapeseed,Current,1
Peru,South America,beef,Meat,0,0,rapeseed,Current,1
Philippines,Southern Asia,beef,Meat,1225.16,0,rapeseed,Current,1
Puerto Rico,Central America,beef,Meat,224.4,0,rapeseed,Current,1
Qatar,Middle East,beef,Meat,245.7,0,rapeseed,Current,1
R'union,Eastern Africa,beef,Meat,0,0,rapeseed,Current,1
Republic of Korea,Eastern Asia,beef,Meat,129700.62,0,rapeseed,Current,1
