Country,Country.Region,animals,Taxon,Prod_tonnes_mean,sd,Scenario,plot_id
American Samoa,Small Island Nations,beef,Meat,4,0,Mixed,1
Angola,Central Africa,beef,Meat,105400,0,Mixed,1
Antigua and Barbuda,Caribbean,beef,Meat,156,0,Mixed,1
Argentina,South America,beef,Meat,2822000,0,Mixed,1
Armenia,East Europe and CIS,beef,Meat,53600,0,Mixed,1
Azerbaijan,Middle East,beef,Meat,122998,0,Mixed,1
Bahamas,Caribbean,beef,Meat,18,0,Mixed,1
Bahrain,Middle East,beef,Meat,1032,0,Mixed,1
Bangladesh,Middle East,beef,Meat,194000,0,Mixed,1
Barbados,Caribbean,beef,Meat,160,0,Mixed,1
Belarus,East Europe and CIS,beef,Meat,315700,0,Mixed,1
Belize,Central America,beef,Meat,1848,0,Mixed,1
Benin,Western Africa,beef,Meat,31350,0,Mixed,1
Bhutan,Middle East,beef,Meat,5100,0,Mixed,1
Bolivia (Plurinational State of),South America,beef,Meat,217730,0,Mixed,1
Botswana,Southern Africa,beef,Meat,47000,0,Mixed,1
Brazil,South America,beef,Meat,9675000,0,Mixed,1
British Virgin Islands,Caribbean,beef,Meat,139,0,Mixed,1
Brunei Darussalam,Southern Asia,beef,Meat,762,0,Mixed,1
Burkina Faso,Western Africa,beef,Meat,75842,0,Mixed,1
Burundi,Eastern Africa,beef,Meat,9061,0,Mixed,1
Cote d'Ivoire,Western Africa,beef,Meat,31835,0,Mixed,1
Cabo Verde,Western Africa,beef,Meat,546,0,Mixed,1
Cambodia,Southern Asia,beef,Meat,63600,0,Mixed,1
Cameroon,Central Africa,beef,Meat,128000,0,Mixed,1
Central African Republic,Central Africa,beef,Meat,90000,0,Mixed,1
Chad,Central Africa,beef,Meat,98400,0,Mixed,1
Chile,South America,beef,Meat,206285,0,Mixed,1
"China, Hong Kong SAR",Eastern Asia,beef,Meat,7900,0,Mixed,1
"China, Macao SAR",Eastern Asia,beef,Meat,800,0,Mixed,1
"China, mainland",China,beef,Meat,6393500,0,Mixed,1
"China, Taiwan Province of",China,beef,Meat,6000,0,Mixed,1
Colombia,South America,beef,Meat,848409,0,Mixed,1
Comoros,Eastern Africa,beef,Meat,1265,0,Mixed,1
Congo,Central Africa,beef,Meat,6552,0,Mixed,1
Cook Islands,Small Island Nations,beef,Meat,4,0,Mixed,1
Costa Rica,Central America,beef,Meat,85033,0,Mixed,1
Cuba,Caribbean,beef,Meat,66900,0,Mixed,1
Cyprus,Western Asia,beef,Meat,3489,0,Mixed,1
Democratic People's Republic of Korea,Eastern Asia,beef,Meat,21975,0,Mixed,1
Democratic Republic of the Congo,Central Africa,beef,Meat,12200,0,Mixed,1
Djibouti,Eastern Africa,beef,Meat,6050,0,Mixed,1
Dominica,Caribbean,beef,Meat,576,0,Mixed,1
Dominican Republic,Caribbean,beef,Meat,100654,0,Mixed,1
Ecuador,South America,beef,Meat,260500,0,Mixed,1
Egypt,Northern Africa,beef,Meat,472000,0,Mixed,1
El Salvador,Central America,beef,Meat,18412,0,Mixed,1
Equatorial Guinea,Central Africa,beef,Meat,50,0,Mixed,1
Eritrea,Eastern Africa,beef,Meat,24000,0,Mixed,1
Ethiopia,Eastern Africa,beef,Meat,340750,0,Mixed,1
Falkland Islands (Malvinas),South America,beef,Meat,157,0,Mixed,1
Fiji,Small Island Nations,beef,Meat,7600,0,Mixed,1
French Guiana,South America,beef,Meat,355,0,Mixed,1
French Polynesia,Small Island Nations,beef,Meat,130,0,Mixed,1
Gabon,Central Africa,beef,Meat,1162,0,Mixed,1
Gambia,Western Africa,beef,Meat,3720,0,Mixed,1
Georgia,Western Asia,beef,Meat,20200,0,Mixed,1
Ghana,Western Africa,beef,Meat,21863,0,Mixed,1
Grenada,Caribbean,beef,Meat,140,0,Mixed,1
Guadeloupe,Caribbean,beef,Meat,3000,0,Mixed,1
Guam,Small Island Nations,beef,Meat,8,0,Mixed,1
Guatemala,Central America,beef,Meat,83400,0,Mixed,1
Guinea,Western Africa,beef,Meat,56050,0,Mixed,1
Guinea-Bissau,Western Africa,beef,Meat,6710,0,Mixed,1
Guyana,South America,beef,Meat,2262,0,Mixed,1
Haiti,Caribbean,beef,Meat,46500,0,Mixed,1
Honduras,Central America,beef,Meat,63000,0,Mixed,1
India,Southern Asia,beef,Meat,966575,0,Mixed,1
Indonesia,Southern Asia,beef,Meat,545621,0,Mixed,1
Iran (Islamic Republic of),Middle East,beef,Meat,249000,0,Mixed,1
Iraq,Middle East,beef,Meat,51300,0,Mixed,1
Israel,Middle East,beef,Meat,132239,0,Mixed,1
Jamaica,Caribbean,beef,Meat,5600,0,Mixed,1
Japan,Eastern Asia,beef,Meat,508009,0,Mixed,1
Jordan,Western Asia,beef,Meat,19800,0,Mixed,1
Kazakhstan,East Europe and CIS,beef,Meat,383468,0,Mixed,1
Kenya,Eastern Africa,beef,Meat,425000,0,Mixed,1
Kiribati,Small Island Nations,beef,Meat,0,0,Mixed,1
Kuwait,Western Asia,beef,Meat,2750,0,Mixed,1
Kyrgyzstan,East Europe and CIS,beef,Meat,98600,0,Mixed,1
Lao People's Democratic Republic,Southern Asia,beef,Meat,28620,0,Mixed,1
Lebanon,Middle East,beef,Meat,47545,0,Mixed,1
Lesotho,Southern Africa,beef,Meat,13500,0,Mixed,1
Liberia,Western Africa,beef,Meat,1138,0,Mixed,1
Libya,Northern Africa,beef,Meat,8900,0,Mixed,1
Madagascar,Eastern Africa,beef,Meat,172125,0,Mixed,1
Malawi,Eastern Africa,beef,Meat,38382,0,Mixed,1
Malaysia,Southern Asia,beef,Meat,26762,0,Mixed,1
Mali,Western Africa,beef,Meat,169000,0,Mixed,1
Martinique,Caribbean,beef,Meat,1000,0,Mixed,1
Mauritania,Western Africa,beef,Meat,29400,0,Mixed,1
Mauritius,Eastern Africa,beef,Meat,2650,0,Mixed,1
Mexico,Central America,beef,Meat,1806758,0,Mixed,1
Micronesia (Federated States of),Small Island Nations,beef,Meat,258,0,Mixed,1
Mongolia,Eastern Asia,beef,Meat,56436,0,Mixed,1
Montserrat,Caribbean,beef,Meat,720,0,Mixed,1
Morocco,Northern Africa,beef,Meat,254000,0,Mixed,1
Mozambique,Eastern Africa,beef,Meat,25500,0,Mixed,1
Myanmar,Southern Asia,beef,Meat,216000,0,Mixed,1
Namibia,Southern Africa,beef,Meat,35800,0,Mixed,1
Nauru,Small Island Nations,beef,Meat,0,0,Mixed,1
Nepal,Southern Asia,beef,Meat,51850,0,Mixed,1
Nicaragua,Central America,beef,Meat,120687,0,Mixed,1
Niger,Western Africa,beef,Meat,142800,0,Mixed,1
Nigeria,Western Africa,beef,Meat,403000,0,Mixed,1
Niue,Small Island Nations,beef,Meat,3,0,Mixed,1
Occupied Palestinian Territory,Middle East,beef,Meat,7500,0,Mixed,1
Oman,Middle East,beef,Meat,20800,0,Mixed,1
Pakistan,Middle East,beef,Meat,813000,0,Mixed,1
Panama,Central America,beef,Meat,84900,0,Mixed,1
Papua New Guinea,Small Island Nations,beef,Meat,3300,0,Mixed,1
Paraguay,South America,beef,Meat,374000,0,Mixed,1
Peru,South America,beef,Meat,190569,0,Mixed,1
Philippines,Southern Asia,beef,Meat,197757,0,Mixed,1
Puerto Rico,Central America,beef,Meat,10300,0,Mixed,1
Qatar,Middle East,beef,Meat,495,0,Mixed,1
R'union,Eastern Africa,beef,Meat,1570,0,Mixed,1
Republic of Korea,Eastern Asia,beef,Meat,336000,0,Mixed,1
Republic of Moldova,East Europe and CIS,beef,Meat,9700,0,Mixed,1
Russian Federation,East Europe and CIS,beef,Meat,1633258,0,Mixed,1
Rwanda,Eastern Africa,beef,Meat,35318,0,Mixed,1
Saint Kitts and Nevis,Central America,beef,Meat,95,0,Mixed,1
Saint Lucia,Central America,beef,Meat,455,0,Mixed,1
Saint Vincent and the Grenadines,Caribbean,beef,Meat,205,0,Mixed,1
Samoa,Small Island Nations,beef,Meat,1100,0,Mixed,1
Sao Tome and Principe,Central Africa,beef,Meat,144,0,Mixed,1
Saudi Arabia,Middle East,beef,Meat,52000,0,Mixed,1
Senegal,Western Africa,beef,Meat,63626,0,Mixed,1
Seychelles,Eastern Africa,beef,Meat,6,0,Mixed,1
Sierra Leone,Western Africa,beef,Meat,10080,0,Mixed,1
Singapore,Southern Asia,beef,Meat,50,0,Mixed,1
Solomon Islands,Small Island Nations,beef,Meat,740,0,Mixed,1
Somalia,Eastern Africa,beef,Meat,60500,0,Mixed,1
South Africa,Southern Africa,beef,Meat,851000,0,Mixed,1
South Sudan,Eastern Africa,beef,Meat,213000,0,Mixed,1
Sri Lanka,Southern Asia,beef,Meat,24450,0,Mixed,1
Sudan,Northern Africa,beef,Meat,358000,0,Mixed,1
Suriname,South America,beef,Meat,1633,0,Mixed,1
Swaziland,Southern Africa,beef,Meat,17100,0,Mixed,1
Syrian Arab Republic,Middle East,beef,Meat,69880,0,Mixed,1
Tajikistan,East Europe and CIS,beef,Meat,34600,0,Mixed,1
Thailand,Southern Asia,beef,Meat,160000,0,Mixed,1
Timor-Leste,Southern Asia,beef,Meat,1150,0,Mixed,1
Togo,Western Africa,beef,Meat,9813,0,Mixed,1
Tokelau,Small Island Nations,beef,Meat,0,0,Mixed,1
Tonga,Small Island Nations,beef,Meat,370,0,Mixed,1
Trinidad and Tobago,Caribbean,beef,Meat,1036,0,Mixed,1
Tunisia,Northern Africa,beef,Meat,56000,0,Mixed,1
Turkey,Middle East,beef,Meat,869292,0,Mixed,1
Turkmenistan,East Europe and CIS,beef,Meat,146200,0,Mixed,1
Tuvalu,Small Island Nations,beef,Meat,0,0,Mixed,1
Uganda,Eastern Africa,beef,Meat,199008,0,Mixed,1
Ukraine,East Europe and CIS,beef,Meat,427800,0,Mixed,1
United Arab Emirates,Middle East,beef,Meat,16000,0,Mixed,1
United Republic of Tanzania,Eastern Africa,beef,Meat,299581,0,Mixed,1
United States Virgin Islands,Caribbean,beef,Meat,550,0,Mixed,1
Uruguay,South America,beef,Meat,503000,0,Mixed,1
Uzbekistan,East Europe and CIS,beef,Meat,813000,0,Mixed,1
Vanuatu,Small Island Nations,beef,Meat,3100,0,Mixed,1
Venezuela (Bolivarian Republic of),South America,beef,Meat,516099,0,Mixed,1
Viet Nam,Southern Asia,beef,Meat,285400,0,Mixed,1
Wallis and Futuna Islands,Small Island Nations,beef,Meat,3,0,Mixed,1
Western Sahara,Northern Africa,beef,Meat,0,0,Mixed,1
Yemen,Middle East,beef,Meat,112000,0,Mixed,1
Zambia,Eastern Africa,beef,Meat,197827,0,Mixed,1
Zimbabwe,Eastern Africa,beef,Meat,103750,0,Mixed,1
Albania,Europe,beef,Meat,41200,0,Marine,1
Australia,Australia,beef,Meat,2317766,0,Marine,1
Austria,Europe,beef,Meat,228903,0,Marine,1
Belgium,Europe,beef,Meat,249973,0,Marine,1
Bermuda,USA,beef,Meat,30,0,Marine,1
Bosnia and Herzegovina,Europe,beef,Meat,16415,0,Marine,1
Bulgaria,Europe,beef,Meat,19107,0,Marine,1
Canada,Canada,beef,Meat,1055880,0,Marine,1
Croatia,Europe,beef,Meat,28450,0,Marine,1
Czechia,Europe,beef,Meat,65322,0,Marine,1
Denmark,Europe,beef,Meat,128000,0,Marine,1
Estonia,Europe,beef,Meat,11481,0,Marine,1
Faroe Islands,Europe,beef,Meat,78,0,Marine,1
Finland,Europe,beef,Meat,81190,0,Marine,1
France,Europe,beef,Meat,1400400,0,Marine,1
Germany,Europe,beef,Meat,1106395,0,Marine,1
Greece,Europe,beef,Meat,76500,0,Marine,1
Greenland,Europe,beef,Meat,0,0,Marine,1
Hungary,Europe,beef,Meat,23457,0,Marine,1
Iceland,Europe,beef,Meat,4082,0,Marine,1
Ireland,Europe,beef,Meat,517580,0,Marine,1
Italy,Europe,beef,Meat,842122,0,Marine,1
Latvia,Europe,beef,Meat,16688,0,Marine,1
Lithuania,Europe,beef,Meat,37709,0,Marine,1
Luxembourg,Europe,beef,Meat,8060,0,Marine,1
Malta,Europe,beef,Meat,1134,0,Marine,1
Montenegro,Europe,beef,Meat,4600,0,Marine,1
Netherlands,Europe,beef,Meat,373760,0,Marine,1
New Caledonia,Small Island Nations,beef,Meat,3294,0,Marine,1
New Zealand,New Zealand,beef,Meat,563749,0,Marine,1
Norway,Europe,beef,Meat,83696,0,Marine,1
Poland,Europe,beef,Meat,386000,0,Marine,1
Portugal,Europe,beef,Meat,92600,0,Marine,1
Romania,Europe,beef,Meat,96179,0,Marine,1
Saint Pierre and Miquelon,Canada,beef,Meat,0,0,Marine,1
Serbia,Europe,beef,Meat,70000,0,Marine,1
Slovakia,Europe,beef,Meat,12500,0,Marine,1
Slovenia,Europe,beef,Meat,32104,0,Marine,1
Spain,Europe,beef,Meat,580840,0,Marine,1
Sweden,Europe,beef,Meat,121670,0,Marine,1
Switzerland,Europe,beef,Meat,142934,0,Marine,1
The former Yugoslav Republic of Macedonia,Europe,beef,Meat,5485,0,Marine,1
United Kingdom,Europe,beef,Meat,847000,0,Marine,1
United States of America,USA,beef,Meat,11698479,0,Marine,1
Afghanistan,Middle East,beef,Meat,134000,0,Marine,1
Algeria,Northern Africa,beef,Meat,139948,0,Marine,1
American Samoa,Small Island Nations,beef,Meat,4,0,Marine,1
Angola,Central Africa,beef,Meat,105400,0,Marine,1
Antigua and Barbuda,Caribbean,beef,Meat,156,0,Marine,1
Argentina,South America,beef,Meat,2822000,0,Marine,1
Armenia,East Europe and CIS,beef,Meat,53600,0,Marine,1
Azerbaijan,Middle East,beef,Meat,122998,0,Marine,1
Bahamas,Caribbean,beef,Meat,18,0,Marine,1
Bahrain,Middle East,beef,Meat,1032,0,Marine,1
Bangladesh,Middle East,beef,Meat,194000,0,Marine,1
Barbados,Caribbean,beef,Meat,160,0,Marine,1
Belarus,East Europe and CIS,beef,Meat,315700,0,Marine,1
Belize,Central America,beef,Meat,1848,0,Marine,1
Benin,Western Africa,beef,Meat,31350,0,Marine,1
Bhutan,Middle East,beef,Meat,5100,0,Marine,1
Bolivia (Plurinational State of),South America,beef,Meat,217730,0,Marine,1
Botswana,Southern Africa,beef,Meat,47000,0,Marine,1
Brazil,South America,beef,Meat,9675000,0,Marine,1
British Virgin Islands,Caribbean,beef,Meat,139,0,Marine,1
Brunei Darussalam,Southern Asia,beef,Meat,762,0,Marine,1
Burkina Faso,Western Africa,beef,Meat,75842,0,Marine,1
Burundi,Eastern Africa,beef,Meat,9061,0,Marine,1
Cote d'Ivoire,Western Africa,beef,Meat,31835,0,Marine,1
Cabo Verde,Western Africa,beef,Meat,546,0,Marine,1
Cambodia,Southern Asia,beef,Meat,63600,0,Marine,1
Cameroon,Central Africa,beef,Meat,128000,0,Marine,1
Central African Republic,Central Africa,beef,Meat,90000,0,Marine,1
Chad,Central Africa,beef,Meat,98400,0,Marine,1
Chile,South America,beef,Meat,206285,0,Marine,1
"China, Hong Kong SAR",Eastern Asia,beef,Meat,7900,0,Marine,1
"China, Macao SAR",Eastern Asia,beef,Meat,800,0,Marine,1
"China, mainland",China,beef,Meat,6393500,0,Marine,1
"China, Taiwan Province of",China,beef,Meat,6000,0,Marine,1
Colombia,South America,beef,Meat,848409,0,Marine,1
Comoros,Eastern Africa,beef,Meat,1265,0,Marine,1
Congo,Central Africa,beef,Meat,6552,0,Marine,1
Cook Islands,Small Island Nations,beef,Meat,4,0,Marine,1
Costa Rica,Central America,beef,Meat,85033,0,Marine,1
Cuba,Caribbean,beef,Meat,66900,0,Marine,1
Cyprus,Western Asia,beef,Meat,3489,0,Marine,1
Democratic People's Republic of Korea,Eastern Asia,beef,Meat,21975,0,Marine,1
Democratic Republic of the Congo,Central Africa,beef,Meat,12200,0,Marine,1
Djibouti,Eastern Africa,beef,Meat,6050,0,Marine,1
Dominica,Caribbean,beef,Meat,576,0,Marine,1
Dominican Republic,Caribbean,beef,Meat,100654,0,Marine,1
Ecuador,South America,beef,Meat,260500,0,Marine,1
Egypt,Northern Africa,beef,Meat,472000,0,Marine,1
El Salvador,Central America,beef,Meat,18412,0,Marine,1
Equatorial Guinea,Central Africa,beef,Meat,50,0,Marine,1
Eritrea,Eastern Africa,beef,Meat,24000,0,Marine,1
Ethiopia,Eastern Africa,beef,Meat,340750,0,Marine,1
Falkland Islands (Malvinas),South America,beef,Meat,157,0,Marine,1
Fiji,Small Island Nations,beef,Meat,7600,0,Marine,1
French Guiana,South America,beef,Meat,355,0,Marine,1
French Polynesia,Small Island Nations,beef,Meat,130,0,Marine,1
Gabon,Central Africa,beef,Meat,1162,0,Marine,1
Gambia,Western Africa,beef,Meat,3720,0,Marine,1
Georgia,Western Asia,beef,Meat,20200,0,Marine,1
Ghana,Western Africa,beef,Meat,21863,0,Marine,1
Grenada,Caribbean,beef,Meat,140,0,Marine,1
Guadeloupe,Caribbean,beef,Meat,3000,0,Marine,1
Guam,Small Island Nations,beef,Meat,8,0,Marine,1
Guatemala,Central America,beef,Meat,83400,0,Marine,1
Guinea,Western Africa,beef,Meat,56050,0,Marine,1
Guinea-Bissau,Western Africa,beef,Meat,6710,0,Marine,1
Guyana,South America,beef,Meat,2262,0,Marine,1
Haiti,Caribbean,beef,Meat,46500,0,Marine,1
Honduras,Central America,beef,Meat,63000,0,Marine,1
India,Southern Asia,beef,Meat,966575,0,Marine,1
Indonesia,Southern Asia,beef,Meat,545621,0,Marine,1
Iran (Islamic Republic of),Middle East,beef,Meat,249000,0,Marine,1
Iraq,Middle East,beef,Meat,51300,0,Marine,1
Israel,Middle East,beef,Meat,132239,0,Marine,1
Jamaica,Caribbean,beef,Meat,5600,0,Marine,1
Japan,Eastern Asia,beef,Meat,508009,0,Marine,1
Jordan,Western Asia,beef,Meat,19800,0,Marine,1
Kazakhstan,East Europe and CIS,beef,Meat,383468,0,Marine,1
Kenya,Eastern Africa,beef,Meat,425000,0,Marine,1
Kiribati,Small Island Nations,beef,Meat,0,0,Marine,1
Kuwait,Western Asia,beef,Meat,2750,0,Marine,1
Kyrgyzstan,East Europe and CIS,beef,Meat,98600,0,Marine,1
Lao People's Democratic Republic,Southern Asia,beef,Meat,28620,0,Marine,1
Lebanon,Middle East,beef,Meat,47545,0,Marine,1
Lesotho,Southern Africa,beef,Meat,13500,0,Marine,1
Liberia,Western Africa,beef,Meat,1138,0,Marine,1
Libya,Northern Africa,beef,Meat,8900,0,Marine,1
Madagascar,Eastern Africa,beef,Meat,172125,0,Marine,1
Malawi,Eastern Africa,beef,Meat,38382,0,Marine,1
Malaysia,Southern Asia,beef,Meat,26762,0,Marine,1
Mali,Western Africa,beef,Meat,169000,0,Marine,1
Martinique,Caribbean,beef,Meat,1000,0,Marine,1
Mauritania,Western Africa,beef,Meat,29400,0,Marine,1
Mauritius,Eastern Africa,beef,Meat,2650,0,Marine,1
Mexico,Central America,beef,Meat,1806758,0,Marine,1
Micronesia (Federated States of),Small Island Nations,beef,Meat,258,0,Marine,1
Mongolia,Eastern Asia,beef,Meat,56436,0,Marine,1
Montserrat,Caribbean,beef,Meat,720,0,Marine,1
Morocco,Northern Africa,beef,Meat,254000,0,Marine,1
Mozambique,Eastern Africa,beef,Meat,25500,0,Marine,1
Myanmar,Southern Asia,beef,Meat,216000,0,Marine,1
Namibia,Southern Africa,beef,Meat,35800,0,Marine,1
Nauru,Small Island Nations,beef,Meat,0,0,Marine,1
Nepal,Southern Asia,beef,Meat,51850,0,Marine,1
Nicaragua,Central America,beef,Meat,120687,0,Marine,1
Niger,Western Africa,beef,Meat,142800,0,Marine,1
Nigeria,Western Africa,beef,Meat,403000,0,Marine,1
Niue,Small Island Nations,beef,Meat,3,0,Marine,1
Occupied Palestinian Territory,Middle East,beef,Meat,7500,0,Marine,1
Oman,Middle East,beef,Meat,20800,0,Marine,1
Pakistan,Middle East,beef,Meat,813000,0,Marine,1
Panama,Central America,beef,Meat,84900,0,Marine,1
Papua New Guinea,Small Island Nations,beef,Meat,3300,0,Marine,1
Paraguay,South America,beef,Meat,374000,0,Marine,1
Peru,South America,beef,Meat,190569,0,Marine,1
Philippines,Southern Asia,beef,Meat,197757,0,Marine,1
Puerto Rico,Central America,beef,Meat,10300,0,Marine,1
Qatar,Middle East,beef,Meat,495,0,Marine,1
R'union,Eastern Africa,beef,Meat,1570,0,Marine,1
Republic of Korea,Eastern Asia,beef,Meat,336000,0,Marine,1
Republic of Moldova,East Europe and CIS,beef,Meat,9700,0,Marine,1
Russian Federation,East Europe and CIS,beef,Meat,1633258,0,Marine,1
Rwanda,Eastern Africa,beef,Meat,35318,0,Marine,1
Saint Kitts and Nevis,Central America,beef,Meat,95,0,Marine,1
Saint Lucia,Central America,beef,Meat,455,0,Marine,1
Saint Vincent and the Grenadines,Caribbean,beef,Meat,205,0,Marine,1
Samoa,Small Island Nations,beef,Meat,1100,0,Marine,1
Sao Tome and Principe,Central Africa,beef,Meat,144,0,Marine,1
Saudi Arabia,Middle East,beef,Meat,52000,0,Marine,1
Senegal,Western Africa,beef,Meat,63626,0,Marine,1
Seychelles,Eastern Africa,beef,Meat,6,0,Marine,1
Sierra Leone,Western Africa,beef,Meat,10080,0,Marine,1
Singapore,Southern Asia,beef,Meat,50,0,Marine,1
Solomon Islands,Small Island Nations,beef,Meat,740,0,Marine,1
Somalia,Eastern Africa,beef,Meat,60500,0,Marine,1
South Africa,Southern Africa,beef,Meat,851000,0,Marine,1
South Sudan,Eastern Africa,beef,Meat,213000,0,Marine,1
Sri Lanka,Southern Asia,beef,Meat,24450,0,Marine,1
Sudan,Northern Africa,beef,Meat,358000,0,Marine,1
Suriname,South America,beef,Meat,1633,0,Marine,1
Swaziland,Southern Africa,beef,Meat,17100,0,Marine,1
Syrian Arab Republic,Middle East,beef,Meat,69880,0,Marine,1
Tajikistan,East Europe and CIS,beef,Meat,34600,0,Marine,1
Thailand,Southern Asia,beef,Meat,160000,0,Marine,1
Timor-Leste,Southern Asia,beef,Meat,1150,0,Marine,1
Togo,Western Africa,beef,Meat,9813,0,Marine,1
Tokelau,Small Island Nations,beef,Meat,0,0,Marine,1
Tonga,Small Island Nations,beef,Meat,370,0,Marine,1
Trinidad and Tobago,Caribbean,beef,Meat,1036,0,Marine,1
Tunisia,Northern Africa,beef,Meat,56000,0,Marine,1
Turkey,Middle East,beef,Meat,869292,0,Marine,1
Turkmenistan,East Europe and CIS,beef,Meat,146200,0,Marine,1
Tuvalu,Small Island Nations,beef,Meat,0,0,Marine,1
Uganda,Eastern Africa,beef,Meat,199008,0,Marine,1
Ukraine,East Europe and CIS,beef,Meat,427800,0,Marine,1
United Arab Emirates,Middle East,beef,Meat,16000,0,Marine,1
United Republic of Tanzania,Eastern Africa,beef,Meat,299581,0,Marine,1
United States Virgin Islands,Caribbean,beef,Meat,550,0,Marine,1
Uruguay,South America,beef,Meat,503000,0,Marine,1
Uzbekistan,East Europe and CIS,beef,Meat,813000,0,Marine,1
Vanuatu,Small Island Nations,beef,Meat,3100,0,Marine,1
Venezuela (Bolivarian Republic of),South America,beef,Meat,516099,0,Marine,1
Viet Nam,Southern Asia,beef,Meat,285400,0,Marine,1
Wallis and Futuna Islands,Small Island Nations,beef,Meat,3,0,Marine,1
Western Sahara,Northern Africa,beef,Meat,0,0,Marine,1
Yemen,Middle East,beef,Meat,112000,0,Marine,1
Zambia,Eastern Africa,beef,Meat,197827,0,Marine,1
Zimbabwe,Eastern Africa,beef,Meat,103750,0,Marine,1
Albania,Europe,dairy cow,Dairy & eggs,79814,,Current,2
Australia,Australia,dairy cow,Dairy & eggs,389381,,Current,2
Austria,Europe,dairy cow,Dairy & eggs,121142,,Current,2
Belgium,Europe,dairy cow,Dairy & eggs,106162,,Current,2
Bermuda,USA,dairy cow,Dairy & eggs,92,,Current,2
Bosnia and Herzegovina,Europe,dairy cow,Dairy & eggs,57875,,Current,2
Bulgaria,Europe,dairy cow,Dairy & eggs,66595,,Current,2
Canada,Canada,dairy cow,Dairy & eggs,221524,,Current,2
Croatia,Europe,dairy cow,Dairy & eggs,38285,,Current,2
Czech Republic,Europe,dairy cow,Dairy & eggs,85968,,Current,2
