Country,Country.Region,ID,animals,Taxon,Current_onfeed,mean_wheat,mean_corn,mean_soy,mean_rs,mean_pulses,mean_barley,mean_cv
Guam,Island nation,Other_pig,pig,Meat,156,122,66,199,31,31,46,5
Guatemala,Central America,Central America_pig,pig,Meat,61500,48265,26144,78431,12066,12066,18099,2011
Guinea,Western Africa,Western Africa_pig,pig,Meat,2400,1884,1020,3061,471,471,706,78
Guinea-Bissau,Western Africa,Western Africa_pig,pig,Meat,15200,11929,6462,19385,2982,2982,4473,497
Guyana,South America,South America_pig,pig,Meat,572,449,243,729,112,112,168,19
Haiti,Caribbean,Caribbean_pig,pig,Meat,33000,25898,14028,42085,6475,6475,9712,1079
Honduras,Central America,Central America_pig,pig,Meat,13400,10516,5696,17089,2629,2629,3944,438
India,Southern Asia,Southern Asia_pig,pig,Meat,353500,277427,150273,450819,69357,69357,104035,11559
Indonesia,Southern Asia,Southern Asia_pig,pig,Meat,742500,582714,315637,946910,145679,145679,218518,24280
Iran (Islamic Republic of),Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Iraq,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Israel,Middle East,Middle East_pig,pig,Meat,16267,12766,6915,20745,3192,3192,4787,532
Jamaica,Caribbean,Caribbean_pig,pig,Meat,9640,7565,4098,12294,1891,1891,2837,315
Japan,Eastern Asia,Eastern Asia_pig,pig,Meat,1309132,1027407,556512,1669536,256852,256852,385278,42809
Jordan,Western Asia,Western Asia_pig,pig,Meat,0,0,0,0,0,0,0,0
Kazakhstan,East Europe and CIS,Other_pig,pig,Meat,99906,78406,42470,127410,19602,19602,29402,3267
Kenya,Eastern Africa,Eastern Africa_pig,pig,Meat,15400,12086,6547,19640,3021,3021,4532,504
Kiribati,Island nation,Other_pig,pig,Meat,920,722,391,1173,181,181,271,30
Kuwait,Western Asia,Western Asia_pig,pig,Meat,0,0,0,0,0,0,0,0
Kyrgyzstan,East Europe and CIS,Other_pig,pig,Meat,16300,12792,6929,20787,3198,3198,4797,533
Lao People's Democratic Republic,Southern Asia,Southern Asia_pig,pig,Meat,64000,50227,27206,81619,12557,12557,18835,2093
Lebanon,Middle East,Middle East_pig,pig,Meat,770,604,327,982,151,151,227,25
Lesotho,Southern Africa,Southern Africa_pig,pig,Meat,3700,2904,1573,4719,726,726,1089,121
Liberia,Western Africa,Western Africa_pig,pig,Meat,9800,7691,4166,12498,1923,1923,2884,320
Libya,Northern Africa,Northern Africa_pig,pig,Meat,0,0,0,0,0,0,0,0
Madagascar,Eastern Africa,Eastern Africa_pig,pig,Meat,58450,45872,24847,74541,11468,11468,17202,1911
Malawi,Eastern Africa,Eastern Africa_pig,pig,Meat,89035,69875,37849,113546,17469,17469,26203,2911
Malaysia,Southern Asia,Southern Asia_pig,pig,Meat,231420,181618,98377,295130,45405,45405,68107,7567
Mali,Western Africa,Western Africa_pig,pig,Meat,2600,2040,1105,3316,510,510,765,85
Martinique,Caribbean,Caribbean_pig,pig,Meat,1100,863,468,1403,216,216,324,36
Mauritania,Western Africa,Western Africa_pig,pig,Meat,0,0,0,0,0,0,0,0
Mauritius,Eastern Africa,Eastern Africa_pig,pig,Meat,850,667,361,1084,167,167,250,28
Mexico,Central America,Central America_pig,pig,Meat,1283672,1007426,545689,1637067,251856,251856,377785,41976
Micronesia (Federated States of),Island nation,Other_pig,pig,Meat,876,687,372,1117,172,172,258,29
Mongolia,Eastern Asia,Eastern Asia_pig,pig,Meat,527,414,224,672,103,103,155,17
Montserrat,Caribbean,Caribbean_pig,pig,Meat,65,51,28,83,13,13,19,2
Morocco,Northern Africa,Northern Africa_pig,pig,Meat,650,510,276,829,128,128,191,21
Mozambique,Eastern Africa,Eastern Africa_pig,pig,Meat,129600,101710,55093,165279,25428,25428,38141,4238
Myanmar,Southern Asia,Southern Asia_pig,pig,Meat,620620,487063,263826,791477,121766,121766,182648,20294
Namibia,Southern Africa,Southern Africa_pig,pig,Meat,4675,3669,1987,5962,917,917,1376,153
Nauru,Island nation,Other_pig,pig,Meat,72,57,31,92,14,14,21,2
Nepal,Southern Asia,Southern Asia_pig,pig,Meat,18709,14683,7953,23860,3671,3671,5506,612
Nicaragua,Central America,Central America_pig,pig,Meat,8025,6298,3411,10234,1575,1575,2362,262
Niger,Western Africa,Western Africa_pig,pig,Meat,1485,1165,631,1894,291,291,437,49
Nigeria,Western Africa,Western Africa_pig,pig,Meat,254250,199535,108082,324245,49884,49884,74826,8314
Niue,Island nation,Other_pig,pig,Meat,61,48,26,78,12,12,18,2
Occupied Palestinian Territory,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Oman,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Pakistan,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Panama,Central America,Central America_pig,pig,Meat,34300,26919,14581,43743,6730,6730,10094,1122
Papua New Guinea,Island nation,Other_pig,pig,Meat,74400,58389,31627,94882,14597,14597,21896,2433
Paraguay,South America,South America_pig,pig,Meat,176000,138125,74818,224453,34531,34531,51797,5755
Peru,South America,South America_pig,pig,Meat,127684,100206,54278,162835,25052,25052,37577,4175
Philippines,Southern Asia,Southern Asia_pig,pig,Meat,1681128,1319349,714648,2143943,329837,329837,494756,54973
Puerto Rico,Central America,Central America_pig,pig,Meat,12500,9810,5314,15941,2453,2453,3679,409
Qatar,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
R'union,Eastern Africa,Eastern Africa_pig,pig,Meat,15000,11772,6377,19130,2943,2943,4415,491
Republic of Korea,Eastern Asia,Eastern Asia_pig,pig,Meat,1007000,790294,428076,1284227,197573,197573,296360,32929
Republic of Moldova,East Europe and CIS,Other_pig,pig,Meat,65500,51404,27844,83532,12851,12851,19277,2142
Russian Federation,East Europe and CIS,Other_pig,pig,Meat,2816178,2210136,1197157,3591472,552534,552534,828801,92089
Rwanda,Eastern Africa,Eastern Africa_pig,pig,Meat,11004,8636,4678,14033,2159,2159,3238,360
Saint Kitts and Nevis,Central America,Central America_pig,pig,Meat,70,55,30,89,14,14,21,2
Saint Lucia,Central America,Central America_pig,pig,Meat,1425,1118,606,1817,280,280,419,47
Saint Vincent and the Grenadines,Caribbean,Caribbean_pig,pig,Meat,306,240,130,390,60,60,90,10
Samoa,Island nation,Other_pig,pig,Meat,4250,3335,1807,5420,834,834,1251,139
Sao Tome and Principe,Central Africa,Central Africa_pig,pig,Meat,361,283,153,460,71,71,106,12
Saudi Arabia,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Senegal,Western Africa,Western Africa_pig,pig,Meat,11548,9063,4909,14727,2266,2266,3399,378
Seychelles,Eastern Africa,Eastern Africa_pig,pig,Meat,550,432,234,701,108,108,162,18
Sierra Leone,Western Africa,Western Africa_pig,pig,Meat,2320,1821,986,2959,455,455,683,76
Singapore,Southern Asia,Southern Asia_pig,pig,Meat,19600,15382,8332,24996,3846,3846,5768,641
Solomon Islands,Island nation,Other_pig,pig,Meat,2400,1884,1020,3061,471,471,706,78
Somalia,Eastern Africa,Eastern Africa_pig,pig,Meat,100,78,43,128,20,20,29,3
South Africa,Southern Africa,Southern Africa_pig,pig,Meat,216000,169517,91822,275465,42379,42379,63569,7063
South Sudan,Eastern Africa,Eastern Africa_pig,pig,Meat,0,0,0,0,0,0,0,0
Sri Lanka,Southern Asia,Southern Asia_pig,pig,Meat,1540,1209,655,1964,302,302,453,50
Sudan,Northern Africa,Northern Africa_pig,pig,Meat,0,0,0,0,0,0,0,0
Suriname,South America,South America_pig,pig,Meat,1894,1486,805,2415,372,372,557,62
Swaziland,Southern Africa,Southern Africa_pig,pig,Meat,1310,1028,557,1671,257,257,386,43
Syrian Arab Republic,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Tajikistan,East Europe and CIS,Other_pig,pig,Meat,3200,2511,1360,4081,628,628,942,105
Thailand,Southern Asia,Southern Asia_pig,pig,Meat,967296,759134,411198,1233593,189783,189783,284675,31631
Timor-Leste,Southern Asia,Southern Asia_pig,pig,Meat,10000,7848,4251,12753,1962,1962,2943,327
Togo,Western Africa,Western Africa_pig,pig,Meat,10080,7911,4285,12855,1978,1978,2967,330
Tokelau,Island nation,Other_pig,pig,Meat,20,16,9,26,4,4,6,1
Tonga,Island nation,Other_pig,pig,Meat,1650,1295,701,2104,324,324,486,54
Trinidad and Tobago,Caribbean,Caribbean_pig,pig,Meat,3500,2747,1488,4464,687,687,1030,114
Tunisia,Northern Africa,Northern Africa_pig,pig,Meat,110,86,47,140,22,22,32,4
Turkey,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Turkmenistan,East Europe and CIS,Other_pig,pig,Meat,300,235,128,383,59,59,88,10
Tuvalu,Island nation,Other_pig,pig,Meat,114,89,48,145,22,22,34,4
Uganda,Eastern Africa,Eastern Africa_pig,pig,Meat,117000,91822,49737,149210,22955,22955,34433,3826
Ukraine,East Europe and CIS,Other_pig,pig,Meat,748300,587266,318102,954307,146816,146816,220225,24469
United Arab Emirates,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
United Republic of Tanzania,Eastern Africa,Eastern Africa_pig,pig,Meat,14400,11301,6121,18364,2825,2825,4238,471
United States Virgin Islands,Caribbean,Caribbean_pig,pig,Meat,109,86,46,139,21,21,32,4
Uruguay,South America,South America_pig,pig,Meat,23500,18443,9990,29970,4611,4611,6916,768
Uzbekistan,East Europe and CIS,Other_pig,pig,Meat,26000,20405,11053,33158,5101,5101,7652,850
Vanuatu,Island nation,Other_pig,pig,Meat,3519,2762,1496,4488,690,690,1036,115
Venezuela (Bolivarian Republic of),South America,South America_pig,pig,Meat,242574,190372,103118,309355,47593,47593,71390,7932
Viet Nam,Southern Asia,Southern Asia_pig,pig,Meat,3217900,2525408,1367929,4103788,631352,631352,947028,105225
Wallis and Futuna Islands,Island nation,Other_pig,pig,Meat,315,247,134,402,62,62,93,10
Western Sahara,Northern Africa,Northern Africa_pig,pig,Meat,0,0,0,0,0,0,0,0
Yemen,Middle East,Middle East_pig,pig,Meat,0,0,0,0,0,0,0,0
Zambia,Eastern Africa,Eastern Africa_pig,pig,Meat,35244,27659,14982,44947,6915,6915,10372,1152
Zimbabwe,Eastern Africa,Eastern Africa_pig,pig,Meat,31900,25035,13561,40682,6259,6259,9388,1043
Afghanistan,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,503151,129813,692336,1298129,1211587,432710,302897,0
Algeria,Northern Africa,Northern Africa_dairy cow,dairy cow,Dairy & eggs,127033,32775,174798,327746,305896,109249,76474,0
American Samoa,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,5,1,7,13,12,4,3,0
Angola,Central Africa,Central Africa_dairy cow,dairy cow,Dairy & eggs,34503,8902,47476,89017,83083,29672,20771,0
Antigua and Barbuda,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,1003,259,1380,2587,2414,862,604,0
Argentina,South America,South America_dairy cow,dairy cow,Dairy & eggs,323699,83514,445410,835144,779468,278381,194867,0
Armenia,East Europe and CIS,Other_dairy cow,dairy cow,Dairy & eggs,44066,11369,60635,113690,106111,37897,26528,0
Azerbaijan,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,162100,41822,223049,418218,390337,139406,97584,0
Bahamas,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,118,30,162,304,284,101,71,0
Bahrain,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,610,157,840,1574,1469,525,367,0
Bangladesh,Middle East,Southern Asia_dairy cow,dairy cow,Dairy & eggs,507759,131002,698676,1310018,1222683,436673,305671,0
Barbados,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,525,135,723,1355,1265,452,316,0
Belarus,East Europe and CIS,Other_dairy cow,dairy cow,Dairy & eggs,220753,56954,303757,569544,531574,189848,132894,0
Belize,Central America,Central America_dairy cow,dairy cow,Dairy & eggs,738,190,1016,1904,1777,635,444,0
Benin,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,25573,6598,35188,65977,61579,21992,15395,0
Bhutan,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,18681,4820,25706,48198,44985,16066,11246,0
Bolivia (Plurinational State of),South America,South America_dairy cow,dairy cow,Dairy & eggs,27897,7198,38387,71975,67177,23992,16794,0
Botswana,Southern Africa,Southern Africa_dairy cow,dairy cow,Dairy & eggs,33488,8640,46080,86399,80639,28800,20160,0
Brazil,South America,South America_dairy cow,dairy cow,Dairy & eggs,3388220,874161,4662191,8741608,8158834,2913869,2039709,0
British Virgin Islands,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,0,0,0,0,0,0,0,0
Brunei Darussalam,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,21,5,29,54,51,18,13,0
Burkina Faso,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,123430,31845,169840,318450,297220,106150,74305,0
Burundi,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,12177,3142,16756,31418,29323,10473,7331,0
Cabo Verde,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,651,168,896,1680,1568,560,392,0
Cambodia,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,28963,7472,39853,74725,69743,24908,17436,0
Cameroon,Central Africa,Central Africa_dairy cow,dairy cow,Dairy & eggs,32981,8509,45381,85090,79417,28363,19854,0
Central African Republic,Central Africa,Central Africa_dairy cow,dairy cow,Dairy & eggs,29429,7593,40494,75926,70865,25309,17716,0
Chad,Central Africa,Central Africa_dairy cow,dairy cow,Dairy & eggs,74790,19296,102911,192958,180094,64319,45024,0
Chile,South America,South America_dairy cow,dairy cow,Dairy & eggs,150558,38844,207168,388439,362543,129480,90636,0
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_dairy cow,dairy cow,Dairy & eggs,0,0,0,0,0,0,0,0
"China, mainland",China,China_dairy cow,dairy cow,Dairy & eggs,2511603,647994,3455966,6479936,6047940,2159979,1511985,0
"China, Taiwan Province of",China,China_dairy cow,dairy cow,Dairy & eggs,12277,3167,16893,31674,29562,10558,7391,0
Colombia,South America,South America_dairy cow,dairy cow,Dairy & eggs,788214,203359,1084583,2033593,1898020,677864,474505,0
Comoros,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,1066,275,1466,2749,2566,916,641,0
Congo,Central Africa,Central Africa_dairy cow,dairy cow,Dairy & eggs,274,71,377,707,660,236,165,0
Costa Rica,Central America,Central America_dairy cow,dairy cow,Dairy & eggs,116166,29971,159844,299707,279727,99902,69932,0
Cote d'Ivoire,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,29204,7535,40185,75346,70323,25115,17581,0
Cuba,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,63703,16435,87655,164353,153396,54784,38349,0
Cyprus,Western Asia,Western Asia_dairy cow,dairy cow,Dairy & eggs,3058,789,4207,7888,7363,2629,1841,0
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_dairy cow,dairy cow,Dairy & eggs,8718,2249,11996,22492,20993,7497,5248,0
Democratic Republic of the Congo,Central Africa,Central Africa_dairy cow,dairy cow,Dairy & eggs,934,241,1285,2409,2248,803,562,0
Djibouti,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,2689,694,3700,6938,6476,2313,1619,0
Dominica,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,1273,328,1752,3285,3066,1095,766,0
Dominican Republic,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,70020,18065,96348,180653,168609,60218,42152,0
Ecuador,South America,South America_dairy cow,dairy cow,Dairy & eggs,186574,48136,256725,481360,449269,160453,112317,0
Egypt,Northern Africa,Northern Africa_dairy cow,dairy cow,Dairy & eggs,197088,50849,271193,508487,474588,169496,118647,0
El Salvador,Central America,Central America_dairy cow,dairy cow,Dairy & eggs,41477,10701,57073,107011,99877,35670,24969,0
Eritrea,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,72253,18641,99420,186413,173985,62138,43496,0
Ethiopia,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,1106120,285379,1522021,2853790,2663537,951263,665884,0
Falkland Islands (Malvinas),South America,South America_dairy cow,dairy cow,Dairy & eggs,251,65,345,647,604,216,151,0
Fiji,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,4886,1260,6723,12605,11764,4202,2941,0
French Guiana,South America,South America_dairy cow,dairy cow,Dairy & eggs,96,25,132,247,230,82,58,0
French Polynesia,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,81,21,112,209,195,70,49,0
Gabon,Central Africa,Central Africa_dairy cow,dairy cow,Dairy & eggs,1015,262,1396,2618,2444,873,611,0
Gambia,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,5480,1414,7540,14138,13195,4713,3299,0
Georgia,Western Asia,Western Asia_dairy cow,dairy cow,Dairy & eggs,75024,19356,103233,193563,180659,64521,45165,0
Ghana,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,31966,8247,43985,82472,76974,27491,19243,0
Grenada,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,103,27,142,267,249,89,62,0
Guadeloupe,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,18,5,24,45,42,15,11,0
Guatemala,Central America,Central America_dairy cow,dairy cow,Dairy & eggs,100342,25888,138071,258883,241624,86294,60406,0
Guinea,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,63323,16337,87132,163373,152481,54458,38120,0
Guinea-Bissau,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,10452,2697,14382,26967,25169,8989,6292,0
Guyana,South America,South America_dairy cow,dairy cow,Dairy & eggs,5609,1447,7718,14471,13507,4824,3377,0
Haiti,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,33737,8704,46422,87042,81239,29014,20310,0
Honduras,Central America,Central America_dairy cow,dairy cow,Dairy & eggs,82792,21360,113922,213603,199363,71201,49841,0
India,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,9423470,2431255,12966695,24312552,22691715,8104184,5672929,0
Indonesia,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,133482,34438,183671,344383,321424,114794,80356,0
Iran (Islamic Republic of),Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,368272,95014,506742,950141,886798,316714,221699,0
Iraq,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,45707,11792,62893,117924,110062,39308,27516,0
Israel,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,15692,4049,21593,40486,37787,13495,9447,0
Jamaica,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,2148,554,2956,5543,5173,1848,1293,0
Japan,Eastern Asia,Eastern Asia_dairy cow,dairy cow,Dairy & eggs,205931,53130,283361,531301,495881,177100,123970,0
Jordan,Western Asia,Western Asia_dairy cow,dairy cow,Dairy & eggs,4845,1250,6666,12499,11666,4166,2917,0
Kazakhstan,East Europe and CIS,Other_dairy cow,dairy cow,Dairy & eggs,316496,81656,435499,816561,762123,272187,190531,0
Kenya,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,582489,150282,801505,1502821,1402633,500940,350658,0
Kuwait,Western Asia,Western Asia_dairy cow,dairy cow,Dairy & eggs,1183,305,1628,3053,2849,1018,712,0
Kyrgyzstan,East Europe and CIS,Other_dairy cow,dairy cow,Dairy & eggs,104400,26935,143654,269352,251395,89784,62849,0
Lao People's Democratic Republic,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,7556,1949,10396,19493,18194,6498,4548,0
Lebanon,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,8359,2157,11502,21566,20129,7189,5032,0
Lesotho,Southern Africa,Southern Africa_dairy cow,dairy cow,Dairy & eggs,13750,3548,18921,35476,33111,11825,8278,0
Liberia,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,660,170,908,1702,1588,567,397,0
Libya,Northern Africa,Northern Africa_dairy cow,dairy cow,Dairy & eggs,16689,4306,22964,43057,40186,14352,10047,0
Madagascar,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,187736,48436,258325,484359,452068,161453,113017,0
Malawi,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,12177,3142,16756,31418,29323,10473,7331,0
Malaysia,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,32531,8393,44763,83930,78335,27977,19584,0
Mali,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,223254,57599,307197,575994,537595,191998,134399,0
Martinique,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,25,7,35,66,61,22,15,0
Mauritania,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,36532,9425,50269,94254,87970,31418,21993,0
Mauritius,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,457,118,628,1178,1100,393,275,0
Mexico,Central America,Central America_dairy cow,dairy cow,Dairy & eggs,355772,91789,489543,917893,856700,305964,214175,0
Mongolia,Eastern Asia,Eastern Asia_dairy cow,dairy cow,Dairy & eggs,147375,38023,202788,380228,354879,126743,88720,0
Montserrat,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,398,103,547,1026,958,342,240,0
Morocco,Northern Africa,Northern Africa_dairy cow,dairy cow,Dairy & eggs,200015,51604,275221,516038,481636,172013,120409,0
Mozambique,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,41606,10734,57250,107344,100188,35781,25047,0
Myanmar,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,545680,140785,750855,1407854,1313997,469285,328499,0
Namibia,Southern Africa,Southern Africa_dairy cow,dairy cow,Dairy & eggs,22630,5838,31139,58385,54493,19462,13623,0
Nepal,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,215248,55534,296181,555339,518317,185113,129579,0
Nicaragua,Central America,Central America_dairy cow,dairy cow,Dairy & eggs,149820,38654,206152,386535,360766,128845,90192,0
Niger,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,155263,40058,213641,400578,373873,133526,93468,0
Nigeria,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,239998,61919,330237,619194,577914,206398,144479,0
Niue,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,13,3,18,33,31,11,8,0
Occupied Palestinian Territory,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,2770,715,3811,7146,6669,2382,1667,0
Oman,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,21421,5527,29476,55267,51582,18422,12896,0
Pakistan,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,1407203,363058,1936312,3630585,3388546,1210195,847136,0
Panama,Central America,Central America_dairy cow,dairy cow,Dairy & eggs,24355,6284,33512,62836,58647,20945,14662,0
Papua New Guinea,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,286,74,394,739,690,246,172,0
Paraguay,South America,South America_dairy cow,dairy cow,Dairy & eggs,33211,8569,45699,85685,79973,28562,19993,0
Peru,South America,South America_dairy cow,dairy cow,Dairy & eggs,117273,30256,161367,302564,282393,100855,70598,0
Philippines,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,1154,298,1588,2978,2780,993,695,0
Puerto Rico,Central America,Central America_dairy cow,dairy cow,Dairy & eggs,14761,3808,20311,38082,35543,12694,8886,0
Qatar,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,648,167,891,1671,1559,557,390,0
Republic of Korea,Eastern Asia,Eastern Asia_dairy cow,dairy cow,Dairy & eggs,42760,11032,58837,110320,102965,36773,25741,0
Republic of Moldova,East Europe and CIS,Other_dairy cow,dairy cow,Dairy & eggs,19528,5038,26871,50383,47024,16794,11756,0
R'union,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,2638,681,3631,6807,6353,2269,1588,0
Russian Federation,East Europe and CIS,Other_dairy cow,dairy cow,Dairy & eggs,1128435,291136,1552726,2911362,2717271,970454,679318,0
Rwanda,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,28820,7436,39656,74356,69399,24785,17350,0
Saint Lucia,Central America,Central America_dairy cow,dairy cow,Dairy & eggs,118,30,162,305,284,102,71,0
Saint Vincent and the Grenadines,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,159,41,219,411,383,137,96,0
Samoa,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,239,62,329,616,575,205,144,0
Sao Tome and Principe,Central Africa,Central Africa_dairy cow,dairy cow,Dairy & eggs,105,27,144,270,252,90,63,0
Saudi Arabia,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,31136,8033,42843,80330,74975,26777,18744,0
Senegal,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,81792,21102,112546,211023,196955,70341,49239,0
Seychelles,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,2,1,3,5,5,2,1,0
Sierra Leone,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,12076,3116,16617,31156,29079,10385,7270,0
Solomon Islands,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,350,90,482,903,843,301,211,0
Somalia,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,125326,32334,172449,323342,301786,107781,75447,0
South Africa,Southern Africa,Southern Africa_dairy cow,dairy cow,Dairy & eggs,101479,26182,139635,261816,244361,87272,61090,0
South Sudan,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,761092,196362,1047262,1963617,1832709,654539,458177,0
Sri Lanka,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,62846,16214,86475,162141,151332,54047,37833,0
Sudan,Northern Africa,Northern Africa_dairy cow,dairy cow,Dairy & eggs,1843226,475552,2536279,4755523,4438488,1585174,1109622,0
Suriname,South America,South America_dairy cow,dairy cow,Dairy & eggs,295,76,406,762,711,254,178,0
Swaziland,Southern Africa,Southern Africa_dairy cow,dairy cow,Dairy & eggs,14917,3849,20526,38487,35921,12829,8980,0
Syrian Arab Republic,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,77006,19868,105960,198676,185431,66225,46358,0
Tajikistan,East Europe and CIS,Other_dairy cow,dairy cow,Dairy & eggs,151455,39075,208402,390753,364703,130251,91176,0
Thailand,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,76605,19764,105409,197641,184465,65880,46116,0
Togo,Western Africa,Western Africa_dairy cow,dairy cow,Dairy & eggs,5784,1492,7959,14923,13929,4974,3482,0
Tonga,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,41,11,56,106,99,35,25,0
Trinidad and Tobago,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,2228,575,3066,5748,5365,1916,1341,0
Tunisia,Northern Africa,Northern Africa_dairy cow,dairy cow,Dairy & eggs,78213,20179,107621,201788,188336,67263,47084,0
Turkey,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,698343,180172,960919,1801724,1681609,600575,420402,0
Turkmenistan,East Europe and CIS,Other_dairy cow,dairy cow,Dairy & eggs,145299,37487,199932,374872,349881,124957,87470,0
Uganda,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,350102,90326,481741,903264,843046,301088,210762,0
Ukraine,East Europe and CIS,Other_dairy cow,dairy cow,Dairy & eggs,365588,94322,503049,943216,880335,314405,220084,0
