Country,Country-Region,Animal,Farm_factor_wheat,Farm_factor_corn,Farm_factor_soy,Farm_factor_rapeseed,Farm_factor_pulses,Farm_factor_barley,Farm_factor_cassava
Mauritania,Western Africa,hen,0,0,0,0,0,0,0
Mauritius,Eastern Africa,hen,0,2.9,0.6,0,0,0,0
Mexico,Central America,hen,0,1.2,0.4,0.5,0,0.3,0
Micronesia (Federated States of),Island nation,hen,0,0.2,0.1,0,0,0,12.9
Mongolia,Eastern Asia,hen,0.6,0,0,0,0,0,0
Montserrat,Caribbean,hen,0.6,1.6,0.3,0,0,0,18.2
Morocco,Northern Africa,hen,2.1,0.4,0.3,0.1,0.2,2.7,0
Mozambique,Eastern Africa,hen,0,2.1,0.2,0,0,0,257.2
Myanmar,Southern Asia,hen,0,0.3,0,0,0.5,0,0
Namibia,Southern Africa,hen,0,0.1,0,0,0,0,0
Nauru,Island nation,hen,0,0.2,0.1,0,0,0,12.9
Nepal,Southern Asia,hen,0.8,1.1,0.2,0.2,0,0,0
Nicaragua,Central America,hen,0,0.1,0.1,0,0,0,53.4
Niger,Western Africa,hen,0,0,0,0,0.9,0,0
Nigeria,Western Africa,hen,0,1.1,0,0,0.6,0,3126.3
Niue,Island nation,hen,0,0.2,0.1,0,0,0,12.9
Occupied Palestinian Territory,Middle East,hen,1.5,1.2,0.5,1.4,0,6.9,0
Oman,Middle East,hen,0,0,0.4,0.1,0,0.7,0
Pakistan,Middle East,hen,0.3,0.2,0.1,0.2,0.1,0,0
Panama,Central America,hen,0,1.1,0.5,0,0,0,2.8
Papua New Guinea,Island nation,hen,0,0.2,0.1,0,0,0,12.9
Paraguay,South America,hen,0.8,0.1,1.6,0.1,0,0,187.2
Peru,South America,hen,0,2.1,0.5,0,0.1,0.2,0
Philippines,Southern Asia,hen,0.4,1.7,0.4,0,0,0,2.4
Puerto Rico,Central America,hen,0,1.3,0.3,0.1,0,0,5.6
Qatar,Middle East,hen,1.5,1.2,0.5,1.4,0,6.9,0
Republic of Korea,Eastern Asia,hen,2,2.3,0.7,0.6,0,0,0
Republic of Moldova,East Europe and CIS,hen,2.3,6.6,0.1,0,0,2.8,0
R'union,Eastern Africa,hen,0,0.9,0.1,0,0.1,0,229.2
Russian Federation,East Europe and CIS,hen,1.4,0.6,0.2,0.2,0.1,5.8,0
Rwanda,Eastern Africa,hen,0,0,0,0,0,0,0
Saint Kitts and Nevis,Central America,hen,0,0,0,0,0,0,0
Saint Lucia,Central America,hen,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,Caribbean,hen,1.4,1.4,0,0,0,0,26.1
Samoa,Island nation,hen,0,0,0,0,0,0,0.1
Sao Tome and Principe,Central Africa,hen,0,0.1,0,0,0,0,0
Saudi Arabia,Middle East,hen,0.4,1.8,0.9,0,0,41.3,0
Senegal,Western Africa,hen,0,0,0,0,0,0,13.2
Seychelles,Eastern Africa,hen,0,0.9,0.1,0,0.1,0,229.2
Sierra Leone,Western Africa,hen,0,0.1,0,0,0,0,9490.7
Singapore,Southern Asia,hen,0.2,0.9,0.2,0.1,0,0,104.9
Solomon Islands,Island nation,hen,0,0,0,0,0,0,1.9
Somalia,Eastern Africa,hen,0,0.9,0.1,0,0.1,0,229.2
South Africa,Southern Africa,hen,0,1.7,0.4,0.1,0,0,0
Sri Lanka,Southern Asia,hen,0,0.3,0.3,0,0,0,1453.3
Sudan,Northern Africa,hen,0.1,0,0,0,0,0,0
Suriname,South America,hen,0,1.6,0.4,0,0,0,0
Swaziland,Southern Africa,hen,0,0.7,0.1,0,0,0,0
Syrian Arab Republic,Middle East,hen,1.5,1.2,0.5,1.4,0,6.9,0
Tajikistan,East Europe and CIS,hen,7.2,0.3,0,0,0.2,0.4,0
Thailand,Southern Asia,hen,0.5,1.6,0.8,0.6,0,0,41.8
Timor-Leste,Southern Asia,hen,0,0.5,0,0,0,0,0
Togo,Western Africa,hen,0,1.1,0,0,0,0,4.9
Tokelau,Island nation,hen,0,0.2,0.1,0,0,0,12.9
Tonga,Island nation,hen,0,0.2,0.1,0,0,0,12.9
Trinidad and Tobago,Caribbean,hen,0,1.8,0.4,0,0,0,0.8
Tunisia,Northern Africa,hen,0.6,1.8,0.4,0,0.2,7,0
Turkey,Middle East,hen,0.3,0.6,0.3,0.1,0.2,7.2,0
Turkmenistan,East Europe and CIS,hen,3.4,0,0,0,0,0.2,0
Tuvalu,Island nation,hen,0,0.2,0.1,0,0,0,12.9
Uganda,Eastern Africa,hen,0,0.3,0,0,0,0,7.8
Ukraine,East Europe and CIS,hen,2.7,3.5,0.2,0.1,0.1,9.8,0
United Arab Emirates,Middle East,hen,0.5,3.2,1.9,14.5,0.1,4.1,0
United Republic of Tanzania,Eastern Africa,hen,0,0.4,0,0,0.1,0,1316.7
Uruguay,South America,hen,0.7,0.1,0.2,0,0,0,0
Uzbekistan,East Europe and CIS,hen,6.3,0,0,0,0,0.2,0
Vanuatu,Island nation,hen,0,0.1,0,0,0,0,0
Venezuela (Bolivarian Republic of),South America,hen,0,0.6,0.4,0,0,0,6.5
Viet Nam,Southern Asia,hen,0.3,1.1,0,0,0,0,9.4
Wallis and Futuna Islands,Island nation,hen,0,0.2,0.1,0,0,0,12.9
Yemen,Middle East,hen,0,0.3,0.2,0,0,0.2,0
Zambia,Eastern Africa,hen,0,0.6,0,0,0,0,0
Zimbabwe,Eastern Africa,hen,0,0.1,0.3,0,0,0,0
Argentina,South America,marine fish,0,0.4,0.7,0,0,0.1,6.6
Bahrain,Middle East,marine fish,1.5,1.2,0.5,1.4,0,6.9,0
"Bonaire, Saint Eustatius and Saba",Caribbean,marine fish,0.6,1.6,0.3,0,0,0,18.2
Cambodia,Southern Asia,marine fish,0,0.7,0.2,0,0,0,2.4
Chile,South America,marine fish,0.1,1,0.3,0.1,0,0.1,0
"China, Hong Kong SAR",Eastern Asia,marine fish,0,0.1,0.1,0,0,0,0.5
"China, mainland",China,marine fish,0.4,1.5,0.3,0.5,0,0,9.3
Colombia,South America,marine fish,0,0.8,0.3,0,0,0,1.8
Costa Rica,Central America,marine fish,0,1.2,0.4,0,0,0,0
Cuba,Caribbean,marine fish,0.7,1.6,0.6,0,0,0,26.9
Cyprus,Western Asia,marine fish,0.1,2.7,0.9,0,0,8.8,0
Dominican Republic,Caribbean,marine fish,1.4,1.8,0.6,0,0,0,0
Ecuador,South America,marine fish,0,0.6,0.5,0,0,0,0
French Polynesia,Island nation,marine fish,0,1.3,0.2,0,0,0,22.5
Georgia,Western Asia,marine fish,1.2,0.8,0.1,0,0,0,0
Guadeloupe,Caribbean,marine fish,0.6,1.6,0.3,0,0,0,18.2
Indonesia,Southern Asia,marine fish,0,0.9,0.5,0.2,0,0,20.6
Israel,Middle East,marine fish,3.2,2.1,0.6,0.9,0,9.8,0.2
Japan,Eastern Asia,marine fish,0.3,2.8,0.6,1.2,0,2.1,0
Democratic People's Republic of Korea,Eastern Asia,marine fish,0.1,0.6,0.5,0,0,0.1,0
Republic of Korea,Eastern Asia,marine fish,2,2.3,0.7,0.6,0,0,0
Kuwait,Western Asia,marine fish,0,1.6,0.4,0,0,1.9,0
Libya,Northern Africa,marine fish,1.6,1.6,0.5,0,0.1,2.4,1.7
Marshall Islands,Island nation,marine fish,0,0.2,0.1,0,0,0,12.9
Martinique,Caribbean,marine fish,0.6,1.6,0.3,0,0,0,18.2
Mauritius,Eastern Africa,marine fish,0,2.9,0.6,0,0,0,0
Mayotte,Eastern Africa,marine fish,0,0.9,0.1,0,0.1,0,229.2
Mexico,Central America,marine fish,0,1.2,0.4,0.5,0,0.3,0
Morocco,Northern Africa,marine fish,2.1,0.4,0.3,0.1,0.2,2.7,0
Mozambique,Eastern Africa,marine fish,0,2.1,0.2,0,0,0,257.2
Myanmar,Southern Asia,marine fish,0,0.3,0,0,0.5,0,0
Oman,Middle East,marine fish,0,0,0.4,0.1,0,0.7,0
Palau,Island nation,marine fish,0,0.2,0.1,0,0,0,12.9
Panama,Central America,marine fish,0,1.1,0.5,0,0,0,2.8
Peru,South America,marine fish,0,2.1,0.5,0,0.1,0.2,0
Philippines,Southern Asia,marine fish,0.4,1.7,0.4,0,0,0,2.4
Puerto Rico,Central America,marine fish,0,1.3,0.3,0.1,0,0,5.6
Qatar,Middle East,marine fish,1.5,1.2,0.5,1.4,0,6.9,0
R'union,Eastern Africa,marine fish,0,0.9,0.1,0,0.1,0,229.2
Russian Federation,East Europe and CIS,marine fish,1.4,0.6,0.2,0.2,0.1,5.8,0
Saudi Arabia,Middle East,marine fish,0.4,1.8,0.9,0,0,41.3,0
Singapore,Southern Asia,marine fish,0.2,0.9,0.2,0.1,0,0,104.9
South Africa,Southern Africa,marine fish,0,1.7,0.4,0.1,0,0,0
"China, Taiwan Province of",China,marine fish,0.1,4,0.7,0.3,0,0.1,0.1
Tunisia,Northern Africa,marine fish,0.6,1.8,0.4,0,0.2,7,0
Turkey,Middle East,marine fish,0.3,0.6,0.3,0.1,0.2,7.2,0
Tuvalu,Island nation,marine fish,0,0.2,0.1,0,0,0,12.9
Ukraine,East Europe and CIS,marine fish,2.7,3.5,0.2,0.1,0.1,9.8,0
Russian Federation,East Europe and CIS,marine fish,1.4,0.6,0.2,0.2,0.1,5.8,0
United Arab Emirates,Middle East,marine fish,0.5,3.2,1.9,14.5,0.1,4.1,0
Viet Nam,Southern Asia,marine fish,0.3,1.1,0,0,0,0,9.4
Yugoslavia,East Europe and CIS,marine fish,3.6,1.3,0.1,0.1,0.1,3.2,0
Sri Lanka,Southern Asia,marine fish,0,0.3,0.3,0,0,0,1453.3
Eritrea,Eastern Africa,marine fish,0,0.9,0.1,0,0.1,0,229.2
Brunei Darussalam,Southern Asia,marine fish,0,0,0,0,0,0,0
Guam,Island nation,marine fish,0,0.2,0.1,0,0,0,12.9
Guyana,South America,marine fish,0.4,1.2,0.3,0,0,0,35.9
India,Southern Asia,marine fish,0.2,0.3,0.1,0.1,0.1,0,0
Fiji,Island nation,marine fish,0,0,0.2,0,0,0,52.8
Bangladesh,Middle East,marine fish,0,0.5,0.1,0.2,0,0,0
Thailand,Southern Asia,marine fish,0.5,1.6,0.8,0.6,0,0,41.8
Saint Kitts and Nevis,Central America,marine fish,0,0,0,0,0,0,0
Malaysia,Southern Asia,marine fish,0,1.9,0.4,0.1,0,0,0.2
Jordan,Western Asia,marine fish,0,3.5,1,0,0,17.1,0
United Republic of Tanzania,Eastern Africa,marine fish,0,0.4,0,0,0.1,0,1316.7
Suriname,South America,marine fish,0,1.6,0.4,0,0,0,0
Iran (Islamic Republic of),Middle East,marine fish,0.4,2.1,0.5,0.3,0,6.4,0
Algeria,Northern Africa,marine fish,0.9,2.6,0.8,0.1,0,2,0
Timor-Leste,Southern Asia,marine fish,0,0.5,0,0,0,0,0
Occupied Palestinian Territory,Middle East,marine fish,1.5,1.2,0.5,1.4,0,6.9,0
Micronesia (Federated States of),Island nation,marine fish,0,0.2,0.1,0,0,0,12.9
Nauru,Island nation,marine fish,0,0.2,0.1,0,0,0,12.9
Samoa,Island nation,marine fish,0,0,0,0,0,0,0.1
Senegal,Western Africa,marine fish,0,0,0,0,0,0,13.2
Zanzibar,Island nation,marine fish,0,0.2,0.1,0,0,0,12.9
Nigeria,Western Africa,marine fish,0,1.1,0,0,0.6,0,3126.3
Aruba,Caribbean,marine fish,0.6,1.6,0.3,0,0,0,18.2
Kiribati,Island nation,marine fish,0,0,0,0,0,0,0
Papua New Guinea,Island nation,marine fish,0,0.2,0.1,0,0,0,12.9
El Salvador,Central America,marine fish,0,4.1,0.4,0,0,0,0
Egypt,Northern Africa,marine fish,4,3.3,1,0,0.2,0.3,8.7
Vanuatu,Island nation,marine fish,0,0.1,0,0,0,0,0
Cote d'Ivoire,Western Africa,marine fish,0,0.3,0,0,0,0,462.9
Bahamas,Caribbean,marine crustacean,0,0.1,0,0,0,0,0
Brazil,South America,marine crustacean,0.1,1,0.5,0,0,0,119.3
Cambodia,Southern Asia,marine crustacean,0,0.7,0.2,0,0,0,2.4
"China, mainland",China,marine crustacean,0.4,1.5,0.3,0.5,0,0,9.3
Colombia,South America,marine crustacean,0,0.8,0.3,0,0,0,1.8
Costa Rica,Central America,marine crustacean,0,1.2,0.4,0,0,0,0
Cuba,Caribbean,marine crustacean,0.7,1.6,0.6,0,0,0,26.9
Cyprus,Western Asia,marine crustacean,0.1,2.7,0.9,0,0,8.8,0
Dominican Republic,Caribbean,marine crustacean,1.4,1.8,0.6,0,0,0,0
Ecuador,South America,marine crustacean,0,0.6,0.5,0,0,0,0
French Polynesia,Island nation,marine crustacean,0,1.3,0.2,0,0,0,22.5
Indonesia,Southern Asia,marine crustacean,0,0.9,0.5,0.2,0,0,20.6
Japan,Eastern Asia,marine crustacean,0.3,2.8,0.6,1.2,0,2.1,0
Republic of Korea,Eastern Asia,marine crustacean,2,2.3,0.7,0.6,0,0,0
Madagascar,Eastern Africa,marine crustacean,0,0,0,0,0,0,115.1
Mauritius,Eastern Africa,marine crustacean,0,2.9,0.6,0,0,0,0
Mexico,Central America,marine crustacean,0,1.2,0.4,0.5,0,0.3,0
Mozambique,Eastern Africa,marine crustacean,0,2.1,0.2,0,0,0,257.2
Myanmar,Southern Asia,marine crustacean,0,0.3,0,0,0.5,0,0
Nicaragua,Central America,marine crustacean,0,0.1,0.1,0,0,0,53.4
Oman,Middle East,marine crustacean,0,0,0.4,0.1,0,0.7,0
Pakistan,Middle East,marine crustacean,0.3,0.2,0.1,0.2,0.1,0,0
Panama,Central America,marine crustacean,0,1.1,0.5,0,0,0,2.8
Peru,South America,marine crustacean,0,2.1,0.5,0,0.1,0.2,0
Philippines,Southern Asia,marine crustacean,0.4,1.7,0.4,0,0,0,2.4
Saudi Arabia,Middle East,marine crustacean,0.4,1.8,0.9,0,0,41.3,0
Seychelles,Eastern Africa,marine crustacean,0,0.9,0.1,0,0.1,0,229.2
Singapore,Southern Asia,marine crustacean,0.2,0.9,0.2,0.1,0,0,104.9
"China, Taiwan Province of",China,marine crustacean,0.1,4,0.7,0.3,0,0.1,0.1
Tunisia,Northern Africa,marine crustacean,0.6,1.8,0.4,0,0.2,7,0
Turkey,Middle East,marine crustacean,0.3,0.6,0.3,0.1,0.2,7.2,0
United Arab Emirates,Middle East,marine crustacean,0.5,3.2,1.9,14.5,0.1,4.1,0
Viet Nam,Southern Asia,marine crustacean,0.3,1.1,0,0,0,0,9.4
Sri Lanka,Southern Asia,marine crustacean,0,0.3,0.3,0,0,0,1453.3
Belize,Central America,marine crustacean,0,2.7,0.4,0,0,0,0
Eritrea,Eastern Africa,marine crustacean,0,0.9,0.1,0,0.1,0,229.2
"China, mainland",China,marine crustacean,0.4,1.5,0.3,0.5,0,0,9.3
Brunei Darussalam,Southern Asia,marine crustacean,0,0,0,0,0,0,0
Guam,Island nation,marine crustacean,0,0.2,0.1,0,0,0,12.9
Guatemala,Central America,marine crustacean,0,1.5,0.4,0,0,0,0
Guyana,South America,marine crustacean,0.4,1.2,0.3,0,0,0,35.9
India,Southern Asia,marine crustacean,0.2,0.3,0.1,0.1,0.1,0,0
Fiji,Island nation,marine crustacean,0,0,0.2,0,0,0,52.8
Bangladesh,Middle East,marine crustacean,0,0.5,0.1,0.2,0,0,0
Ghana,Western Africa,marine crustacean,0,3.1,0,0,0,0,5389.3
Thailand,Southern Asia,marine crustacean,0.5,1.6,0.8,0.6,0,0,41.8
Saint Kitts and Nevis,Central America,marine crustacean,0,0,0,0,0,0,0
Malaysia,Southern Asia,marine crustacean,0,1.9,0.4,0.1,0,0,0.2
United Republic of Tanzania,Eastern Africa,marine crustacean,0,0.4,0,0,0.1,0,1316.7
Venezuela (Bolivarian Republic of),South America,marine crustacean,0,0.6,0.4,0,0,0,6.5
Suriname,South America,marine crustacean,0,1.6,0.4,0,0,0,0
Iran (Islamic Republic of),Middle East,marine crustacean,0.4,2.1,0.5,0.3,0,6.4,0
Algeria,Northern Africa,marine crustacean,0.9,2.6,0.8,0.1,0,2,0
Timor-Leste,Southern Asia,marine crustacean,0,0.5,0,0,0,0,0
Lebanon,Middle East,marine crustacean,1.2,2.5,0.7,0.1,0,4.8,0
Uruguay,South America,marine crustacean,0.7,0.1,0.2,0,0,0,0
Senegal,Western Africa,marine crustacean,0,0,0,0,0,0,13.2
Yemen,Middle East,marine crustacean,0,0.3,0.2,0,0,0.2,0
Papua New Guinea,Island nation,marine crustacean,0,0.2,0.1,0,0,0,12.9
El Salvador,Central America,marine crustacean,0,4.1,0.4,0,0,0,0
Egypt,Northern Africa,marine crustacean,4,3.3,1,0,0.2,0.3,8.7
Vanuatu,Island nation,marine crustacean,0,0.1,0,0,0,0,0
Honduras,Central America,marine crustacean,0.1,0.9,0.3,0,0,0,0
Afghanistan,Middle East,fw fish,0,0.2,0,0,0,0.5,0
Algeria,Northern Africa,fw fish,0.9,2.6,0.8,0.1,0,2,0
American Samoa,Island nation,fw fish,0,0.2,0.1,0,0,0,12.9
Angola,Central Africa,fw fish,0,0.5,0,0,0,0,2051.8
Argentina,South America,fw fish,0,0.4,0.7,0,0,0.1,6.6
Armenia,East Europe and CIS,fw fish,1.2,0.3,0.1,0,0,2.9,0
Azerbaijan,Middle East,fw fish,1.7,0.2,0.1,0,0,3,0
Bangladesh,Middle East,fw fish,0,0.5,0.1,0.2,0,0,0
Barbados,Caribbean,fw fish,0.1,3.9,0.9,0,0,0,0.2
Belarus,East Europe and CIS,fw fish,1.9,0.8,0.2,0.3,0.2,5.4,0
Belize,Central America,fw fish,0,2.7,0.4,0,0,0,0
Benin,Western Africa,fw fish,0,3.4,0.1,0,0,0,6961.2
Bhutan,Middle East,fw fish,1.5,1.2,0.5,1.4,0,6.9,0
Bolivia (Plurinational State of),South America,fw fish,0,0.4,0.3,0,0,0.4,16.9
Brazil,South America,fw fish,0.1,1,0.5,0,0,0,119.3
Brunei Darussalam,Southern Asia,fw fish,0,0,0,0,0,0,0
Burkina Faso,Western Africa,fw fish,0,0,0,0,0,0,0.2
Burundi,Eastern Africa,fw fish,0,0.9,0.1,0,0.1,0,229.2
Cote d'Ivoire,Western Africa,fw fish,0,0.3,0,0,0,0,462.9
Cambodia,Southern Asia,fw fish,0,0.7,0.2,0,0,0,2.4
Cameroon,Central Africa,fw fish,0,1.4,0.1,0,0,0,817.5
Central African Republic,Central Africa,fw fish,0,0,0,0,0,0,0
Chad,Central Africa,fw fish,0,0.1,0,0,0,0,573.7
Chile,South America,fw fish,0.1,1,0.3,0.1,0,0.1,0
"China, Hong Kong SAR",Eastern Asia,fw fish,0,0.1,0.1,0,0,0,0.5
"China, mainland",China,fw fish,0.4,1.5,0.3,0.5,0,0,9.3
Colombia,South America,fw fish,0,0.8,0.3,0,0,0,1.8
Congo,Central Africa,fw fish,0,0,0.3,0,0,0,1.7
Democratic Republic of the Congo,Central Africa,fw fish,0,0.6,0.1,0,0,0,597.5
Cook Islands,Island nation,fw fish,0,0.2,0.1,0,0,0,12.9
Costa Rica,Central America,fw fish,0,1.2,0.4,0,0,0,0
Cuba,Caribbean,fw fish,0.7,1.6,0.6,0,0,0,26.9
Cyprus,Western Asia,fw fish,0.1,2.7,0.9,0,0,8.8,0
Czechoslovakia,East Europe and CIS,fw fish,3.6,1.3,0.1,0.1,0.1,3.2,0
Dominica,Caribbean,fw fish,0,0,0,0,0,0,24.6
Dominican Republic,Caribbean,fw fish,1.4,1.8,0.6,0,0,0,0
Ecuador,South America,fw fish,0,0.6,0.5,0,0,0,0
Egypt,Northern Africa,fw fish,4,3.3,1,0,0.2,0.3,8.7
El Salvador,Central America,fw fish,0,4.1,0.4,0,0,0,0
Equatorial Guinea,Central Africa,fw fish,0,0.6,0.1,0,0,0,597.5
Ethiopia,Eastern Africa,fw fish,0,0.3,0,0,0,0,0
Fiji,Island nation,fw fish,0,0,0.2,0,0,0,52.8
French Guiana,South America,fw fish,0.2,0.8,0.5,0,0,0.1,31.2
French Polynesia,Island nation,fw fish,0,1.3,0.2,0,0,0,22.5
Gabon,Central Africa,fw fish,0,2.1,0.2,0,0,0,737.7
Gambia,Western Africa,fw fish,0,0.9,0,0,0,0,0
Georgia,Western Asia,fw fish,1.2,0.8,0.1,0,0,0,0
Ghana,Western Africa,fw fish,0,3.1,0,0,0,0,5389.3
Guadeloupe,Caribbean,fw fish,0.6,1.6,0.3,0,0,0,18.2
Guam,Island nation,fw fish,0,0.2,0.1,0,0,0,12.9
Guatemala,Central America,fw fish,0,1.5,0.4,0,0,0,0
Guinea,Western Africa,fw fish,0,1.6,0,0,0,0,6.7
Guyana,South America,fw fish,0.4,1.2,0.3,0,0,0,35.9
Haiti,Caribbean,fw fish,0,0.1,0,0,0,0,37.1
Honduras,Central America,fw fish,0.1,0.9,0.3,0,0,0,0
India,Southern Asia,fw fish,0.2,0.3,0.1,0.1,0.1,0,0
Indonesia,Southern Asia,fw fish,0,0.9,0.5,0.2,0,0,20.6
Iran (Islamic Republic of),Middle East,fw fish,0.4,2.1,0.5,0.3,0,6.4,0
Iraq,Middle East,fw fish,10,1.1,0,0,0,4.8,0
Israel,Middle East,fw fish,3.2,2.1,0.6,0.9,0,9.8,0.2
Jamaica,Caribbean,fw fish,0,3.4,0.6,0,0,0,32.6
Japan,Eastern Asia,fw fish,0.3,2.8,0.6,1.2,0,2.1,0
Jordan,Western Asia,fw fish,0,3.5,1,0,0,17.1,0
Kazakhstan,East Europe and CIS,fw fish,6,0.2,0.1,0,0,3.2,0
Kenya,Eastern Africa,fw fish,0,0.1,0,0,0,0,0
Democratic People's Republic of Korea,Eastern Asia,fw fish,0.1,0.6,0.5,0,0,0.1,0
Republic of Korea,Eastern Asia,fw fish,2,2.3,0.7,0.6,0,0,0
Kyrgyzstan,East Europe and CIS,fw fish,3.7,0.7,0,0,0,1.6,0
Lao People's Democratic Republic,Southern Asia,fw fish,0,2.2,0,0,0,0,42.6
Lebanon,Middle East,fw fish,1.2,2.5,0.7,0.1,0,4.8,0
Lesotho,Southern Africa,fw fish,0,0,0,0,0,0,0
Liberia,Western Africa,fw fish,0,0.8,0,0,0,0,0
Libya,Northern Africa,fw fish,1.6,1.6,0.5,0,0.1,2.4,1.7
Madagascar,Eastern Africa,fw fish,0,0,0,0,0,0,115.1
Malawi,Eastern Africa,fw fish,0,3.1,0.2,0,0.9,0,824.3
Malaysia,Southern Asia,fw fish,0,1.9,0.4,0.1,0,0,0.2
Mali,Western Africa,fw fish,0,0.4,0,0,0,0,242.9
Martinique,Caribbean,fw fish,0.6,1.6,0.3,0,0,0,18.2
Mauritius,Eastern Africa,fw fish,0,2.9,0.6,0,0,0,0
Mexico,Central America,fw fish,0,1.2,0.4,0.5,0,0.3,0
Morocco,Northern Africa,fw fish,2.1,0.4,0.3,0.1,0.2,2.7,0
Mozambique,Eastern Africa,fw fish,0,2.1,0.2,0,0,0,257.2
Myanmar,Southern Asia,fw fish,0,0.3,0,0,0.5,0,0
Namibia,Southern Africa,fw fish,0,0.1,0,0,0,0,0
Nepal,Southern Asia,fw fish,0.8,1.1,0.2,0.2,0,0,0
Nicaragua,Central America,fw fish,0,0.1,0.1,0,0,0,53.4
Niger,Western Africa,fw fish,0,0,0,0,0.9,0,0
Nigeria,Western Africa,fw fish,0,1.1,0,0,0.6,0,3126.3
Oman,Middle East,fw fish,0,0,0.4,0.1,0,0.7,0
Pakistan,Middle East,fw fish,0.3,0.2,0.1,0.2,0.1,0,0
Occupied Palestinian Territory,Middle East,fw fish,1.5,1.2,0.5,1.4,0,6.9,0
Panama,Central America,fw fish,0,1.1,0.5,0,0,0,2.8
Papua New Guinea,Island nation,fw fish,0,0.2,0.1,0,0,0,12.9
Paraguay,South America,fw fish,0.8,0.1,1.6,0.1,0,0,187.2
Peru,South America,fw fish,0,2.1,0.5,0,0.1,0.2,0
Philippines,Southern Asia,fw fish,0.4,1.7,0.4,0,0,0,2.4
Puerto Rico,Central America,fw fish,0,1.3,0.3,0.1,0,0,5.6
Qatar,Middle East,fw fish,1.5,1.2,0.5,1.4,0,6.9,0
R'union,Eastern Africa,fw fish,0,0.9,0.1,0,0.1,0,229.2
Russian Federation,East Europe and CIS,fw fish,1.4,0.6,0.2,0.2,0.1,5.8,0
Rwanda,Eastern Africa,fw fish,0,0,0,0,0,0,0
Saint Lucia,Central America,fw fish,0,0,0,0,0,0,0
Samoa,Island nation,fw fish,0,0,0,0,0,0,0.1
Saudi Arabia,Middle East,fw fish,0.4,1.8,0.9,0,0,41.3,0
Senegal,Western Africa,fw fish,0,0,0,0,0,0,13.2
Sierra Leone,Western Africa,fw fish,0,0.1,0,0,0,0,9490.7
Singapore,Southern Asia,fw fish,0.2,0.9,0.2,0.1,0,0,104.9
Solomon Islands,Island nation,fw fish,0,0,0,0,0,0,1.9
South Africa,Southern Africa,fw fish,0,1.7,0.4,0.1,0,0,0
South Sudan,Eastern Africa,fw fish,0,0.9,0.1,0,0.1,0,229.2
Sri Lanka,Southern Asia,fw fish,0,0.3,0.3,0,0,0,1453.3
Sudan,Northern Africa,fw fish,0.1,0,0,0,0,0,0
Sudan,Northern Africa,fw fish,0.1,0,0,0,0,0,0
Suriname,South America,fw fish,0,1.6,0.4,0,0,0,0
Swaziland,Southern Africa,fw fish,0,0.7,0.1,0,0,0,0
Syrian Arab Republic,Middle East,fw fish,1.5,1.2,0.5,1.4,0,6.9,0
"China, Taiwan Province of",China,fw fish,0.1,4,0.7,0.3,0,0.1,0.1
Tajikistan,East Europe and CIS,fw fish,7.2,0.3,0,0,0.2,0.4,0
United Republic of Tanzania,Eastern Africa,fw fish,0,0.4,0,0,0.1,0,1316.7
Thailand,Southern Asia,fw fish,0.5,1.6,0.8,0.6,0,0,41.8
Timor-Leste,Southern Asia,fw fish,0,0.5,0,0,0,0,0
Togo,Western Africa,fw fish,0,1.1,0,0,0,0,4.9
Trinidad and Tobago,Caribbean,fw fish,0,1.8,0.4,0,0,0,0.8
Tunisia,Northern Africa,fw fish,0.6,1.8,0.4,0,0.2,7,0
Turkey,Middle East,fw fish,0.3,0.6,0.3,0.1,0.2,7.2,0
Turkmenistan,East Europe and CIS,fw fish,3.4,0,0,0,0,0.2,0
Uganda,Eastern Africa,fw fish,0,0.3,0,0,0,0,7.8
Ukraine,East Europe and CIS,fw fish,2.7,3.5,0.2,0.1,0.1,9.8,0
Russian Federation,East Europe and CIS,fw fish,1.4,0.6,0.2,0.2,0.1,5.8,0
United Arab Emirates,Middle East,fw fish,0.5,3.2,1.9,14.5,0.1,4.1,0
Uruguay,South America,fw fish,0.7,0.1,0.2,0,0,0,0
Uzbekistan,East Europe and CIS,fw fish,6.3,0,0,0,0,0.2,0
Vanuatu,Island nation,fw fish,0,0.1,0,0,0,0,0
Venezuela (Bolivarian Republic of),South America,fw fish,0,0.6,0.4,0,0,0,6.5
Viet Nam,Southern Asia,fw fish,0.3,1.1,0,0,0,0,9.4
Yugoslavia,East Europe and CIS,fw fish,3.6,1.3,0.1,0.1,0.1,3.2,0
Zambia,Eastern Africa,fw fish,0,0.6,0,0,0,0,0
Zimbabwe,Eastern Africa,fw fish,0,0.1,0.3,0,0,0,0
Argentina,South America,fw crustacean,0,0.4,0.7,0,0,0.1,6.6
Armenia,East Europe and CIS,fw crustacean,1.2,0.3,0.1,0,0,2.9,0
Bangladesh,Middle East,fw crustacean,0,0.5,0.1,0.2,0,0,0
Barbados,Caribbean,fw crustacean,0.1,3.9,0.9,0,0,0,0.2
Brazil,South America,fw crustacean,0.1,1,0.5,0,0,0,119.3
Cambodia,Southern Asia,fw crustacean,0,0.7,0.2,0,0,0,2.4
"China, mainland",China,fw crustacean,0.4,1.5,0.3,0.5,0,0,9.3
Colombia,South America,fw crustacean,0,0.8,0.3,0,0,0,1.8
Costa Rica,Central America,fw crustacean,0,1.2,0.4,0,0,0,0
